language	iso_code	gloss	ipa	asjp	sca	dolgo
tami1289	tam	Finger::N	ʋ i ɾ ʌ l	wirol	WIREL	WVRVR
tami1289	tam	Fingernagel::N	ʋ i ɾ ʌ l _ n ʌ h ʌ m	wirolnohom	WIREL_NEHEM	WVRVR_NVHVM
tami1289	tam	Nagel[Anatomie]::N	n ʌ h ʌ m	nohom	NEHEM	NVHVM
tami1289	tam	Zeh::N	k ɑ ɑ l ʋ i ɾ ʌ l	kalwirol	KALWIREL	KVRWVRVR
tami1289	tam	Fuß::N	k ɑ ɑ l	kal	KAL	KVR
tami1289	tam	Ferse::N	k u ð i k ɑ ɑ l	ku8ikal	KYDIKAL	KVTVKVR
tami1289	tam	Knie::N	m u ɻ ʌ ŋ ɡ ɑ ɑ l	muLoNgal	MYRENKAL	MVRVNKVR
tami1289	tam	Oberschenkel::N	t o ɖ ʌ i	todoi	TUTEI	TVTV
tami1289	tam	Bein::N	k ɑ ɑ l	kal	KAL	KVR
tami1289	tam	Körper::N	u ɖ ʌ l	udol	YTEL	VTVR
tami1289	tam	Haut::N	t͡ɕ ʌ ɾ u m ʌ m	Corumom	CERYMEM	KVRVMVM
tami1289	tam	Blut::N	i ɾ ʌ t t ʌ m	irotom	IRETEM	VRVTVM
tami1289	tam	Ader::N	n ɑ ɑ ɭ ʌ m	naLom	NALEM	NVRVM
tami1289	tam	Sehne::N	t ʌ s ʌ i n ɑ ɑ ɾ	tosoinar	TESEINAR	TVSVNVR
tami1289	tam	Knochen::N	e l u m ʌ β u	elumobu	ELYMEBY	VRVMVPV
tami1289	tam	Gehirn::N	m u u n ʌ i	munoi	MYNEI	MVNV
tami1289	tam	Herz::N	i ð ʌ j ʌ m ʌ	i8oyomo	IDEJEME	VTVJVMV
tami1289	tam	Magen::N	ʋ ʌ j i r u	woyiru	WEJIRY	WVJVRV
tami1289	tam	Leber::N	k ʌ l l i i ɾ ʌ l	kolirol	KELIREL	KVRVRVR
tami1289	tam	Atem::N	m u u t t͡ɕ u	muCu	MYCY	MVKV
tami1289	tam	Hunger::N	p ʌ s i	posi	PESI	PVSV
tami1289	tam	Träne::N	k ʌ ɳ ɳ i i ɾ	konir	KENIR	KVNVR
tami1289	tam	Geschmack::N	n ʌ r u m ʌ ɳ ʌ m	norumonom	NERYMENEM	NVRVMVNVM
tami1289	tam	Geruch::N	t u ɾ n ɑ ɑ t t ʌ m	turnatom	TYRNATEM	TVRNVTVM
tami1289	tam	Schlaf::N	t u u k k ʌ m	tukom	TYKEM	TVKVM
tami1289	tam	Traum::N	k ʌ n ʌ ʋ u	konowu	KENEWY	KVNVWV
tami1289	tam	Himmel::N	ʋ ɑ ɑ n ʌ m	wanom	WANEM	WVNVM
tami1289	tam	Sonne::N	t͡ɕ u u ɾ i j ʌ n	Curiyon	CYRIJEN	KVRVJVN
tami1289	tam	Mond::N	t͡ɕ ʌ n t i ɾ ʌ n	Contiron	CENTIREN	KVNTVRVN
tami1289	tam	Stern::N	n ʌ ʈ t͡ɕ ʌ t t i ɾ ʌ m	notCotirom	NETCETIREM	NVTKVTVRVM
tami1289	tam	Luft::N	k ɑ ɑ r ʌ r u	karoru	KARERY	KVRVRV
tami1289	tam	Wind::N	k ɑ ɑ t t u	katu	KATY	KVTV
tami1289	tam	Welle::N	ʌ l ʌ i	oloi	ELEI	VRV
tami1289	tam	Wasser::N	n i i ɾ	nir	NIR	NVR
tami1289	tam	Stein::N	k ʌ l	kol	KEL	KVR
tami1289	tam	Boden::N	t ʌ ɾ ʌ i	toroi	TEREI	TVRV
tami1289	tam	Erde::N	m ʌ ɳ	mon	MEN	MVN
tami1289	tam	Staub::N	t u u s i	tusi	TYSI	TVSV
tami1289	tam	Rauch::N	p u h ʌ i	puhoi	PYHEI	PVHV
tami1289	tam	Funke::N	t i i p p o r i	tipori	TIPURI	TVPVRV
tami1289	tam	Feuer::N	t i i	ti	TI	TV
tami1289	tam	Licht::N	ʋ e ɭ i t t͡ɕ ʌ m	weLiCom	WELICEM	WVRVKVM
tami1289	tam	Schatten::N	n i ɻ ʌ l	niLol	NIREL	NVRVR
tami1289	tam	Wetter::N	ʋ ɑ ɑ n i l ʌ i	waniloi	WANILEI	WVNVRV
tami1289	tam	Nebel::N	p ʌ n i m u u ʈ ʈ ʌ m	ponimutom	PENIMYTEM	PVNVMVTVM
tami1289	tam	Wolke::N	m e e h ʌ m	mehom	MEHEM	MVHVM
tami1289	tam	Regen::N	m ʌ ɻ ʌ i	moLoi	MEREI	MVRV
tami1289	tam	Schnee::N	u r ʌ i β ʌ n i	uroiboni	YREIBENI	VRVPVNV
tami1289	tam	Eis::N	p ʌ n i k k ʌ ʈ ʈ i	ponikoti	PENIKETI	PVNVKVTV
tami1289	tam	Frost::N	u r ʌ i β ʌ n i	uroiboni	YREIBENI	VRVPVNV
tami1289	tam	Kälte::N	k u ɭ i ɾ n t ʌ	kuLirnto	KYLIRNTE	KVRVRNTV
tami1289	tam	Hitze::N	t͡ɕ u u ɖ u	Cudu	CYTY	KVTV
tami1289	tam	Raureif::N	u r ʌ i β ʌ n i _ ʋ e ɳ t i ɾ ʌ i	uroiboniwentiroi	YREIBENI_WENTIREI	VRVPVNV_WVNTVRV
tami1289	tam	Regenbogen::N	ʋ ɑ ɑ n ʌ ʋ i l	wanowil	WANEWIL	WVNVWVR
tami1289	tam	Donner::N	i ɖ i	idi	ITI	VTV
tami1289	tam	Strömung::N	n i i ɾ o o ʈ ʈ ʌ m	nirotom	NIRUTEM	NVRVTVM
tami1289	tam	Tropfen::N	t u ɭ i	tuLi	TYLI	TVRV
tami1289	tam	Schaum::N	n u ɾ ʌ i	nuroi	NYREI	NVRV
tami1289	tam	Schmutz::N	ʌ ɻ u k k u	oLuku	ERYKY	VRVKV
tami1289	tam	See::N	e e ɾ i	eri	ERI	VRV
tami1289	tam	Sumpf::N	t͡ɕ ʌ ð u p p u _ n i l ʌ m	Co8upunilom	CEDYPY_NILEM	KVTVPV_NVRVM
tami1289	tam	Moor::N	m u ʈ p u ð ʌ r k ɑ ɑ ʈ u	mutpu8orkatu	MYTPYDERKATY	MVTPVTVRKVTV
tami1289	tam	Wiese::N	p ʌ s u m _ p u l t ʌ ɾ ʌ i	posumpultoroi	PESYM_PYLTEREI	PVSVM_PVRTVRV
tami1289	tam	Wald::N	k ɑ ɑ ʈ u	katu	KATY	KVTV
tami1289	tam	Hügel::N	k u n r u	kunru	KYNRY	KVNRV
tami1289	tam	Anhöhe::N	p ʌ ð u k k ʌ i	po8ukoi	PEDYKEI	PVTVKV
tami1289	tam	Berg::N	m ʌ l ʌ i	moloi	MELEI	MVRV
tami1289	tam	Gipfel::N	u t t͡ɕ i _ m ɑ ɑ n ɑ ɑ ʈ u	uCimanatu	YCI_MANATY	VKV_MVNVTV
tami1289	tam	Höhle::N	k u h ʌ i	kuhoi	KYHEI	KVHV
tami1289	tam	Abhang::N	t͡ɕ ʌ ɾ i ʋ u	Coriwu	CERIWY	KVRVWV
tami1289	tam	Quelle::N	m u u l ʌ m	mulom	MYLEM	MVRVM
tami1289	tam	Bach::N	o o ɖ ʌ i	odoi	UTEI	VTV
tami1289	tam	Fluss::N	ɑ ɑ r u	aru	ARY	VRV
tami1289	tam	Ufer::N	n i i ɾ k k ʌ ɾ ʌ i	nirkoroi	NIRKEREI	NVRKVRV
tami1289	tam	Küste::N	k ʌ ɖ ʌ r k ʌ ɾ ʌ i	kodorkoroi	KETERKEREI	KVTVRKVRV
tami1289	tam	Festland::N	n i l ʌ m	nilom	NILEM	NVRVM
tami1289	tam	Meer::N	k ʌ ɖ ʌ l	kodol	KETEL	KVTVR
tami1289	tam	Bucht::N	t͡ɕ i r u h u ʈ ɑ ɑ	Ciruhuta	CIRYHYTA	KVRVHVTV
tami1289	tam	Insel::N	t i i ʋ u	tiwu	TIWY	TVWV
tami1289	tam	Blume::N	p u u	pu	PY	PV
tami1289	tam	Gras::N	p u l t ʌ ɾ ʌ i	pultoroi	PYLTEREI	PVRTVRV
tami1289	tam	Wurzel::N	ʋ e e ɾ	wer	WER	WVR
tami1289	tam	Baum::N	m ʌ ɾ ʌ m	morom	MEREM	MVRVM
tami1289	tam	Stamm::N	ʌ ɖ i m ʌ ɾ ʌ m	odimorom	ETIMEREM	VTVMVRVM
tami1289	tam	Rinde::N	p ʌ ʈ ʈ ʌ i	potoi	PETEI	PVTV
tami1289	tam	Rinde::N	m ʌ ɾ ʌ p p ʌ ʈ ʈ ʌ i	moropotoi	MEREPETEI	MVRVPVTV
tami1289	tam	Ast::N	k i n ʌ i	kinoi	KINEI	KVNV
tami1289	tam	Zweig::N	k u t t͡ɕ i	kuCi	KYCI	KVKV
tami1289	tam	Blatt::N	i l ʌ i	iloi	ILEI	VRV
tami1289	tam	Birke::N	p i ɾ t͡ɕ _ m ʌ ɾ ʌ m	pirCmorom	PIRC_MEREM	PVRK_MVRVM
tami1289	tam	Kiefer[Baum]::N	t e e ʋ ʌ t ɑ ɑ ɾ u _ m ʌ ɾ ʌ m	tewotarumorom	TEWETARY_MEREM	TVWVTVRV_MVRVM
tami1289	tam	Weide[Baum]::N	m ʌ ɾ ʌ _ ʋ ʌ h ʌ i h ʌ ɭ u ɭ _ o n r u	morowohoihoLuLonru	MERE_WEHEIHELYL_UNRY	MVRV_WVHVHVRVR_VNRV
tami1289	tam	Tanne::N	t͡ɕ ɑ ɑ t i k k ʌ j	Catikoy	CATIKEJ	KVTVKVJ
tami1289	tam	Horn::N	k o m b u	kombu	KUMPY	KVMPV
tami1289	tam	Feder::N	i r ʌ h u	irohu	IREHY	VRVHV
tami1289	tam	Fell::N	m e n m u ɖ i	menmudi	MENMYTI	MVNMVTV
tami1289	tam	Flügel::N	i r ʌ k k ʌ i	irokoi	IREKEI	VRVKV
tami1289	tam	Klaue::N	n ʌ h ʌ m	nohom	NEHEM	NVHVM
tami1289	tam	Kralle::N	n ʌ h ʌ m	nohom	NEHEM	NVHVM
tami1289	tam	Schwanz::N	ʋ ɑ ɑ l	wal	WAL	WVR
tami1289	tam	Ei::N	m u ʈ ʈ ʌ i	mutoi	MYTEI	MVTV
tami1289	tam	Nest::N	k u u ɖ u	kudu	KYTY	KVTV
tami1289	tam	Bau::N	k u h ʌ i	kuhoi	KYHEI	KVHV
tami1289	tam	Tier::N	ʋ i l ʌ ŋ ɡ u	wiloNgu	WILENKY	WVRVNKV
tami1289	tam	Herde::N	k u u ʈ ʈ ʌ m	kutom	KYTEM	KVTVM
tami1289	tam	Kuh::N	p ʌ s u	posu	PESY	PVSV
tami1289	tam	Bulle::N	k ɑ ɑ ɭ ʌ i	kaLoi	KALEI	KVRV
tami1289	tam	Pferd::N	k u ð i ɾ ʌ i	ku8iroi	KYDIREI	KVTVRV
tami1289	tam	Schaf::N	t͡ɕ e m m ʌ r i ɑ ɑ ʈ u	Cemoriatu	CEMERIATY	KVMVRVTV
tami1289	tam	Schwein::N	p ʌ n r i	ponri	PENRI	PVNRV
tami1289	tam	Hund::N	n ɑ ɑ j	nay	NAJ	NVJ
tami1289	tam	Katze::N	p u u n ʌ i	punoi	PYNEI	PVNV
tami1289	tam	Bär::N	k ʌ ɾ ʌ ɖ i	korodi	KERETI	KVRVTV
tami1289	tam	Eichhörnchen::N	ʌ ɳ i l	onil	ENIL	VNVR
tami1289	tam	Elch::N	k ʌ ɖ ʌ m b ʌ i	kodomboi	KETEMPEI	KVTVMPV
tami1289	tam	Fuchs::N	n ʌ ɾ i	nori	NERI	NVRV
tami1289	tam	Hase::N	m u j ʌ l	muyol	MYJEL	MVJVR
tami1289	tam	Maus::N	e l i	eli	ELI	VRV
tami1289	tam	Wolf::N	o o n ɑ ɑ j	onay	UNAJ	VNVJ
tami1289	tam	Vogel::N	p ʌ r ʌ ʋ ʌ i	porowoi	PEREWEI	PVRVWV
tami1289	tam	Schwarm::N	t o h u t i	tohuti	TUHYTI	TVHVTV
tami1289	tam	Huhn::N	k o o ɻ i k k u ɲ ʌ s u	koLiku5osu	KURIKYNESY	KVRVKVNVSV
tami1289	tam	Hahn::N	t͡ɕ e e ʋ ʌ l	Cewol	CEWEL	KVWVR
tami1289	tam	Gans::N	p e ɳ _ ʋ ɑ ɑ t t u	penwatu	PEN_WATY	PVN_WVTV
tami1289	tam	Adler::N	p ʌ ɾ u n ʌ ð u	poruno8u	PERYNEDY	PVRVNVTV
tami1289	tam	Ente::N	ʋ ɑ ɑ t t u	watu	WATY	WVTV
tami1289	tam	Eule::N	ɑ ɑ n t ʌ i	antoi	ANTEI	VNTV
tami1289	tam	Kranich::N	n ɑ ɑ ɾ ʌ i	naroi	NAREI	NVRV
tami1289	tam	Krähe::N	k ɑ ɑ k ʌ m	kakom	KAKEM	KVKVM
tami1289	tam	Kuckuck::N	k u j i l	kuyil	KYJIL	KVJVR
tami1289	tam	Schwan::N	ʌ n n ʌ m	onom	ENEM	VNVM
tami1289	tam	Fisch::N	m i i n	min	MIN	MVN
tami1289	tam	Barsch::N	p e e ɾ t͡ɕ	perC	PERC	PVRK
tami1289	tam	Hecht::N	k o o l ɑ ɑ t t͡ɕ i _ m i i n	kolaCimin	KULACI_MIN	KVRVKV_MVN
tami1289	tam	Schlange[Tier]::N	p ɑ ɑ m b u	pambu	PAMPY	PVMPV
tami1289	tam	Wurm::N	p u ɻ u	puLu	PYRY	PVRV
tami1289	tam	Spinne::N	t͡ɕ i l ʌ n t i	Cilonti	CILENTI	KVRVNTV
tami1289	tam	Ameise::N	e r u m b u	erumbu	ERYMPY	VRVMPV
tami1289	tam	Laus::N	p e e n	pen	PEN	PVN
tami1289	tam	Mücke::N	k o s u ʋ i n ʌ p p u u t t͡ɕ i	kosuwinopuCi	KUSYWINEPYCI	KVSVWVNVPVKV
tami1289	tam	Fliege::N	i i	i	I	V
tami1289	tam	Schmetterling::N	ʋ ʌ ɳ ɳ ʌ t t u p p u u t t͡ɕ i	wonotupuCi	WENETYPYCI	WVNVTVPVKV
tami1289	tam	Beere::N	t͡ɕ ʌ ð ʌ i p p ʌ ɻ ʌ m	Co8oipoLom	CEDEIPEREM	KVTVPVRVM
tami1289	tam	Apfel::N	ɑ ɑ p p i ɭ ʌ _ p ʌ ɻ ʌ m	apiLopoLom	APILE_PEREM	VPVRV_PVRVM
tami1289	tam	Pilz::N	k ɑ ɑ ɭ ɑ ɑ n	kaLan	KALAN	KVRVN
tami1289	tam	Zwiebel::N	ʋ e ŋ ɡ ɑ ɑ j ʌ m	weNgayom	WENKAJEM	WVNKVJVM
tami1289	tam	Saat::N	ʋ i ð ʌ i	wi8oi	WIDEI	WVTV
tami1289	tam	Korn::N	t ɑ ɑ n i j ʌ m	taniyom	TANIJEM	TVNVJVM
tami1289	tam	Heu::N	ʋ ʌ i k k o o l	woikol	WEIKUL	WVKVR
tami1289	tam	Schale::N	t o o l	tol	TUL	TVR
tami1289	tam	Grube::N	k u ɻ i	kuLi	KYRI	KVRV
tami1289	tam	Falle::N	p o r i	pori	PURI	PVRV
tami1289	tam	Schlinge::N	k ʌ ɳ ɳ i	koni	KENI	KVNV
tami1289	tam	Spur::N	t͡ɕ u ʋ ʌ ɖ u	Cuwodu	CYWETY	KVWVTV
tami1289	tam	Asche::N	t͡ɕ ɑ ɑ m b ʌ l	Cambol	CAMPEL	KVMPVR
tami1289	tam	Dreck::N	ʌ ɻ u k k u	oLuku	ERYKY	VRVKV
tami1289	tam	Eisen::N	i ɾ u m b u	irumbu	IRYMPY	VRVMPV
tami1289	tam	Gold::N	t ʌ ŋ ɡ ʌ m	toNgom	TENKEM	TVNKVM
tami1289	tam	Silber::N	ʋ e ɭ ɭ i	weLi	WELI	WVRV
tami1289	tam	Kohle::N	n i l ʌ k k ʌ ɾ i	nilokori	NILEKERI	NVRVKVRV
tami1289	tam	Glas::N	k ʌ ɳ ɳ ɑ ɑ ʈ i	konati	KENATI	KVNVTV
tami1289	tam	Lehm::N	k ʌ ɭ i m ʌ ɳ	koLimon	KELIMEN	KVRVMVN
tami1289	tam	Sand::N	m ʌ ɳ ʌ l	monol	MENEL	MVNVR
tami1289	tam	Mensch::N	m ʌ n i ð ʌ ɾ k ʌ ɭ	moni8orkoL	MENIDERKEL	MVNVTVRKVR
tami1289	tam	Mann::N	m ʌ n i ð ʌ n	moni8on	MENIDEN	MVNVTVN
tami1289	tam	Frau::N	p e ɳ	pen	PEN	PVN
tami1289	tam	Kind::N	k u ɻ ʌ n t ʌ i	kuLontoi	KYRENTEI	KVRVNTV
tami1289	tam	Junge::N	p ʌ i j ʌ n	poiyon	PEIJEN	PVJVN
tami1289	tam	Mädchen::N	t͡ɕ i r u m i	Cirumi	CIRYMI	KVRVMV
tami1289	tam	Familie::N	k u ɖ u m b ʌ m	kudumbom	KYTYMPEM	KVTVMPVM
tami1289	tam	Großvater::N	t ɑ ɑ t t ɑ ɑ	tata	TATA	TVTV
tami1289	tam	Großmutter::N	p ɑ ɑ ʈ ʈ i	pati	PATI	PVTV
tami1289	tam	Eltern::N	p e t t o o ɾ	petor	PETUR	PVTVR
tami1289	tam	Vater::N	t ʌ n t ʌ i	tontoi	TENTEI	TVNTV
tami1289	tam	Mutter::N	t ɑ ɑ j	tay	TAJ	TVJ
tami1289	tam	Sohn::N	m ʌ h ʌ n	mohon	MEHEN	MVHVN
tami1289	tam	Tochter::N	m ʌ h ʌ ɭ	mohoL	MEHEL	MVHVR
tami1289	tam	Bruder::N	t͡ɕ ʌ h o o t ʌ ɾ ʌ n	Cohotoron	CEHUTEREN	KVHVTVRVN
tami1289	tam	Schwester::N	ʌ k k ɑ ɑ	oka	EKA	VKV
tami1289	tam	Onkel::N	t ɑ ɑ j _ m ɑ ɑ m ʌ n	taymamon	TAJ_MAMEN	TVJ_MVMVN
tami1289	tam	Tante::N	ʌ t t ʌ i	otoi	ETEI	VTV
tami1289	tam	Ehemann::N	k ʌ ɳ ʌ ʋ ʌ n	konowon	KENEWEN	KVNVWVN
tami1289	tam	Ehefrau::N	m ʌ n ʌ i ʋ i	monoiwi	MENEIWI	MVNVWV
tami1289	tam	Freude::N	k o ɳ ʈ ɑ ɑ ʈ ʈ ʌ m	kontatom	KUNTATEM	KVNTVTVM
tami1289	tam	Gelächter::N	t͡ɕ i ɾ i p p u	Ciripu	CIRIPY	KVRVPV
tami1289	tam	Glück::N	m ʌ h i ɻ t t͡ɕ i	mohiLCi	MEHIRCI	MVHVRKV
tami1289	tam	Kummer::N	t u j ʌ ɾ ʌ m	tuyorom	TYJEREM	TVJVRVM
tami1289	tam	Wunsch::N	ʋ i ɾ u p p ʌ m	wirupom	WIRYPEM	WVRVPVM
tami1289	tam	Lust::N	ʋ i ɾ u p p ʌ m	wirupom	WIRYPEM	WVRVPVM
tami1289	tam	Geist::N	ɑ ɑ n m ɑ ɑ	anma	ANMA	VNMV
tami1289	tam	Gedanke::N	e ɳ ɳ ʌ m	enom	ENEM	VNVM
tami1289	tam	Gedächtnis::N	ɲ ɑ ɑ p ʌ h ʌ m	5apohom	NAPEHEM	NVPVHVM
tami1289	tam	Verstand::N	m ʌ n ʌ m	monom	MENEM	MVNVM
tami1289	tam	Sinn::N	ʌ ɾ t t ʌ m	ortom	ERTEM	VRTVM
tami1289	tam	Grund::N	k ɑ ɑ ɾ ʌ ɳ ʌ m	karonom	KARENEM	KVRVNVM
tami1289	tam	Wahrheit::N	u ɳ n ʌ i	unoi	YNNEI	VNNV
tami1289	tam	Gespräch::N	p e s u	pesu	PESY	PVSV
tami1289	tam	Märchen::N	n ʌ m b ʌ t t ʌ k ɑ ɑ t ʌ _ k ʌ ð ʌ i	nombotokatoko8oi	NEMPETEKATE_KEDEI	NVMPVTVKVTV_KVTV
tami1289	tam	Erzählung::N	k ʌ ð ʌ i	ko8oi	KEDEI	KVTV
tami1289	tam	Nachricht::N	t͡ɕ e j t i	Ceyti	CEJTI	KVJTV
tami1289	tam	Neuigkeit::N	t͡ɕ e j t i	Ceyti	CEJTI	KVJTV
tami1289	tam	Name::N	p e j ʌ ɾ	peyor	PEJER	PVJVR
tami1289	tam	Rätsel::N	p u ð i ɾ	pu8ir	PYDIR	PVTVR
tami1289	tam	Rede::N	p e e t t͡ɕ u	peCu	PECY	PVKV
tami1289	tam	Sprache::N	m o ɻ i	moLi	MURI	MVRV
tami1289	tam	Stimme::N	k u ɾ ʌ l	kurol	KYREL	KVRVR
tami1289	tam	Wort::N	ʋ ɑ ɑ ɾ t t ʌ i	wartoi	WARTEI	WVRTV
tami1289	tam	Zeichen::N	k u r i	kuri	KYRI	KVRV
tami1289	tam	Ruf::N	ʌ ɻ ʌ i p p u	oLoipu	EREIPY	VRVPV
tami1289	tam	Lärm::N	t͡ɕ ʌ t t ʌ m	Cotom	CETEM	KVTVM
tami1289	tam	Laut::N	o l i	oli	ULI	VRV
tami1289	tam	Ton::N	k u ɾ ʌ l	kurol	KYREL	KVRVR
tami1289	tam	Lied::N	p ɑ ɑ ʈ ʈ u	patu	PATY	PVTV
tami1289	tam	Ruhe::N	ʌ m ʌ i ð i	omoi8i	EMEIDI	VMVTV
tami1289	tam	Leute::N	m ʌ k k ʌ ɭ	mokoL	MEKEL	MVKVR
tami1289	tam	Volk::N	m ʌ k k ʌ ɭ	mokoL	MEKEL	MVKVR
tami1289	tam	Arbeit::N	ʋ e e l ʌ i	weloi	WELEI	WVRV
tami1289	tam	Gast::N	ʋ i ɾ u n t ɑ ɑ ɭ i	wiruntaLi	WIRYNTALI	WVRVNTVRV
tami1289	tam	Geschenk::N	p ʌ ɾ i s u p _ p o ɾ u ɭ	porisupporuL	PERISYP_PURYL	PVRVSVP_PVRVR
tami1289	tam	Spiel::N	ʋ i ɭ ʌ i j ɑ ɑ ʈ ʈ u	wiLoiyatu	WILEIJATY	WVRVJVTV
tami1289	tam	Gesellschaft::N	t͡ɕ ʌ m u t ɑ ɑ j ʌ m	Comutayom	CEMYTAJEM	KVMVTVJVM
tami1289	tam	Hilfe::N	u ð ʌ ʋ i	u8owi	YDEWI	VTVWV
tami1289	tam	Freund::N	n ʌ ɳ p ʌ n	nonpon	NENPEN	NVNPVN
tami1289	tam	Kamerad::N	u ɖ ʌ n i ɾ u p p ʌ ʋ ʌ n	udonirupowon	YTENIRYPEWEN	VTVNVRVPVWVN
tami1289	tam	Angelegenheit::N	t͡ɕ e j t i	Ceyti	CEJTI	KVJTV
tami1289	tam	Anzahl::N	e ɳ ɳ i k k ʌ i	enikoi	ENIKEI	VNVKV
tami1289	tam	Art::N	ʋ ʌ h ʌ i	wohoi	WEHEI	WVHV
tami1289	tam	Stück::N	t u ɳ ʈ ʌ m	tuntom	TYNTEM	TVNTVM
tami1289	tam	Teil::N	p ʌ h u t i	pohuti	PEHYTI	PVHVTV
tami1289	tam	Hälfte::N	p ɑ ɑ t i	pati	PATI	PVTV
tami1289	tam	Kreis::N	ʋ ʌ ʈ ʈ ʌ m	wotom	WETEM	WVTVM
tami1289	tam	Kreuz::N	t͡ɕ i l u ʋ ʌ i	Ciluwoi	CILYWEI	KVRVWV
tami1289	tam	Linie::N	k o o ɖ u	kodu	KUTY	KVTV
tami1289	tam	Strich::N	ʋ ɑ ɑ t ʌ _ n o o j	watonoy	WATE_NUJ	WVTV_NVJ
tami1289	tam	Abstand::N	i ɖ ʌ i ʋ e ɭ i	idoiweLi	ITEIWELI	VTVWVRV
tami1289	tam	Entfernung::N	t u u ɾ ʌ m	turom	TYREM	TVRVM
tami1289	tam	Gegend::N	ʋ ʌ ʈ ʈ ɑ ɑ ɾ ʌ m	wotarom	WETAREM	WVTVRVM
tami1289	tam	Platz::N	ʋ e t t i ɖ ʌ m	wetidom	WETITEM	WVTVTVM
tami1289	tam	Ort::N	i ɖ ʌ m	idom	ITEM	VTVM
tami1289	tam	Seite::N	p ʌ k k ʌ m	pokom	PEKEM	PVKVM
tami1289	tam	Mitte::N	i ɖ ʌ i p p ʌ h u t i	idoipohuti	ITEIPEHYTI	VTVPVHVTV
tami1289	tam	Gegenstand::N	u ɾ u p p ʌ ɖ i	urupodi	YRYPETI	VRVPVTV
tami1289	tam	Sache::N	p o ɾ u ɭ	poruL	PURYL	PVRVR
tami1289	tam	Rand::N	t o ŋ ɡ u	toNgu	TUNKY	TVNKV
tami1289	tam	Kante::N	ʋ i ɭ i m b u	wiLimbu	WILIMPY	WVRVMPV
tami1289	tam	Ecke::N	m u u l ʌ i	muloi	MYLEI	MVRV
tami1289	tam	Spitze::N	m u n ʌ i	munoi	MYNEI	MVNV
tami1289	tam	Ende::N	m u ɖ i ʋ u	mudiwu	MYTIWY	MVTVWV
tami1289	tam	Loch::N	t u ɭ ʌ i	tuLoi	TYLEI	TVRV
tami1289	tam	Winkel::N	k o o ɳ ʌ m	konom	KUNEM	KVNVM
tami1289	tam	Muster::N	p ɑ ɑ ŋ ɡ u	paNgu	PANKY	PVNKV
tami1289	tam	Größe::N	ʌ ɭ ʌ ʋ u	oLowu	ELEWY	VRVWV
tami1289	tam	Länge::N	n i i ɭ ʌ m	niLom	NILEM	NVRVM
tami1289	tam	Höhe::N	u j ʌ ɾ ʌ m	uyorom	YJEREM	VJVRVM
tami1289	tam	Gewicht::N	e ɖ ʌ i	edoi	ETEI	VTV
tami1289	tam	Menge::N	t o h ʌ i	tohoi	TUHEI	TVHV
tami1289	tam	Haufen::N	k u ʋ i j ʌ l	kuwiyol	KYWIJEL	KVWVJVR
tami1289	tam	Reihe::N	ʋ ʌ ɾ i s ʌ i	worisoi	WERISEI	WVRVSV
tami1289	tam	Boot::N	p ʌ ɖ ʌ k u	podoku	PETEKY	PVTVKV
tami1289	tam	Ruder::N	t u ɖ u p p u	tudupu	TYTYPY	TVTVPV
tami1289	tam	Schlitten::N	t͡ɕ ʌ h ʌ ʈ ʌ i j i l ɑ ɑ _ ʋ ʌ ɳ ʈ i	Cohotoiyilawonti	CEHETEIJILA_WENTI	KVHVTVJVRV_WVNTV
tami1289	tam	Ski::N	p ʌ n i t͡ɕ _ t͡ɕ ʌ r u k k ʌ l	poniCCorukol	PENIC_CERYKEL	PVNVK_KVRVKVR
tami1289	tam	Lagerfeuer::N	m u u ʈ ʈ ʌ m	mutom	MYTEM	MVTVM
tami1289	tam	Last::N	p ɑ ɑ ɾ ʌ m	parom	PAREM	PVRVM
tami1289	tam	Gang::N	n ʌ ɖ ʌ i	nodoi	NETEI	NVTV
tami1289	tam	Schritt::N	k ɑ ɑ l ʌ ɖ i	kalodi	KALETI	KVRVTV
tami1289	tam	Norden::N	ʋ ʌ ɖ ʌ k k u	wodoku	WETEKY	WVTVKV
tami1289	tam	Süden::N	t e r k u	terku	TERKY	TVRKV
tami1289	tam	Westen::N	m e e r k u _ t i s ʌ i	merkutisoi	MERKY_TISEI	MVRKV_TVSV
tami1289	tam	Osten::N	k i ɻ ʌ k k u	kiLoku	KIREKY	KVRVKV
tami1289	tam	Holz::N	m ʌ ɾ ʌ k k ʌ ʈ ʈ ʌ i	morokotoi	MEREKETEI	MVRVKVTV
tami1289	tam	Brett::N	p ʌ l ʌ h ʌ i	polohoi	PELEHEI	PVRVHV
tami1289	tam	Platte::N	p ʌ l ʌ h ʌ m	polohom	PELEHEM	PVRVHVM
tami1289	tam	Stütze::N	ʌ ɖ ʌ i p p u h ʌ n	odoipuhon	ETEIPYHEN	VTVPVHVN
tami1289	tam	Stange::N	k ʌ m b ʌ m	kombom	KEMPEM	KVMPVM
tami1289	tam	Stock::N	k u t t͡ɕ i	kuCi	KYCI	KVKV
tami1289	tam	Stab::N	k ʌ m b u	kombu	KEMPY	KVMPV
tami1289	tam	Rohr::N	k u ɻ ɑ ɑ j	kuLay	KYRAJ	KVRVJ
tami1289	tam	Haus::N	ʋ i i ɖ u	widu	WITY	WVTV
tami1289	tam	Heim::N	ʋ i i ɖ u	widu	WITY	WVTV
