language	iso_code	gloss	ipa	asjp	sca	dolgo
nucl1305	kan	Stock::N	k o o l u	kolu	KULY	KVRV
nucl1305	kan	Stab::N	d ɔ ɳ ɳ e	done	TUNE	TVNV
nucl1305	kan	Rohr::N	n ə ɭ ɪ k e	n3Like	NELIKE	NVRVKV
nucl1305	kan	Haus::N	m ə n e	m3ne	MENE	MVNV
nucl1305	kan	Heim::N	ɡ r ɨ h a	gr3ha	KRIHA	KRVHV
nucl1305	kan	Ofen::N	w ɔ l e	wole	WULE	WVRV
nucl1305	kan	Fußboden::N	n ɛ l a	nEla	NELA	NVRV
nucl1305	kan	Tisch::N	m e e d͡ʒ u	meju	MECY	MVKV
nucl1305	kan	Stuhl::N	k ʊ r t͡ʃ i	kurCi	KYRCI	KVRKV
nucl1305	kan	Wiege::N	t ɔ ʈ ʈ ɪ l u	totilu	TUTILY	TVTVRV
nucl1305	kan	Bett::N	h a a s ɪ ɡ e	hasige	HASIKE	HVSVKV
nucl1305	kan	Regal::N	b i i r u	biru	PIRY	PVRV
nucl1305	kan	Kiste::N	p ə ʈ ʈ ɪ ɡ e	p3tige	PETIKE	PVTVKV
nucl1305	kan	Fenster::N	k ɪ ʈ ə k i	kit3ki	KITEKI	KVTVKV
nucl1305	kan	Tür::N	b a a ɡ ɪ l u	bagilu	PAKILY	PVKVRV
nucl1305	kan	Tor::N	h ɛ b b a a ɡ ɪ l u	hEbagilu	HEPAKILY	HVPVKVRV
nucl1305	kan	Zaun::N	b e e l i	beli	PELI	PVRV
nucl1305	kan	Dach::N	m a a ɭ ɪ ɡ e	maLige	MALIKE	MVRVKV
nucl1305	kan	Leiter::N	j e e ɳ i	yeni	JENI	JVNV
nucl1305	kan	Besen::N	p ɔ r ə k e	por3ke	PUREKE	PVRVKV
nucl1305	kan	Spaten::N	ɡ ʊ d d ə l i	gud3li	KYTELI	KVTVRV
nucl1305	kan	Schaufel::N	s ə n ɪ k e	s3nike	SENIKE	SVNVKV
nucl1305	kan	Gabel::N	k ə ʋ ə l u	k3w3lu	KEWELY	KVWVRV
nucl1305	kan	Löffel::N	t͡ʃ ə m ə t͡ʃ a	C3m3Ca	CEMECA	KVMVKV
nucl1305	kan	Messer::N	t͡ʃ a a k u	Caku	CAKY	KVKV
nucl1305	kan	Nagel::N	a a ɳ i	ani	ANI	VNV
nucl1305	kan	Netz::N	b ə l e	b3le	PELE	PVRV
nucl1305	kan	Haken::N	k ɔ ŋ ɖ i	koNdi	KUNTI	KVNTV
nucl1305	kan	Griff::N	h ɪ ɖ i	hidi	HITI	HVTV
nucl1305	kan	Schloss::N	ʋ i i ɡ a	wiga	WIKA	WVKV
nucl1305	kan	Bild::N	t͡ʃ ɪ t r a	Citra	CITRA	KVTRV
nucl1305	kan	Figur::N	a a k a a r a	akara	AKARA	VKVRV
nucl1305	kan	Puppe::N	ɡ ɔ ŋ b e	goNbe	KUNPE	KVNPV
nucl1305	kan	Beutel::N	s ə ŋ t͡ʃ i	s3NCi	SENCI	SVNKV
nucl1305	kan	Bündel::N	k ə ʈ ʈ u	k3tu	KETY	KVTV
nucl1305	kan	Tasche::N	t͡ʃ i i l a	Cila	CILA	KVRV
nucl1305	kan	Eimer::N	b a a n e	bane	PANE	PVNV
nucl1305	kan	Deckel::N	m ʊ t t͡ʃ ə ɭ a	muC3La	MYCELA	MVKVRV
nucl1305	kan	Geschirr::N	bʰ ə k ʂ j ə ɡ ə ɭ u	b3kSy3g3Lu	PEKSJEKELY	PVKSJVKVRV
nucl1305	kan	Sack::N	m u u ʈ e	mute	MYTE	MVTV
nucl1305	kan	Tasse::N	b ə ʈ ʈ ə l u	b3t3lu	PETELY	PVTVRV
nucl1305	kan	Topf::N	m ə ɖ ə k e	m3d3ke	METEKE	MVTVKV
nucl1305	kan	Kessel::N	k ɛ ʈ ə l	kEt3l	KETEL	KVTVR
nucl1305	kan	Essen::N	w u u ʈ a	wuta	WYTA	WVTV
nucl1305	kan	Nahrung::N	a a h a a r a	ahara	AHARA	VHVRV
nucl1305	kan	Speise::N	w u u ʈ a	wuta	WYTA	WVTV
nucl1305	kan	Fleisch::N	m a a ŋ s a	maNsa	MANSA	MVNSV
nucl1305	kan	Getreide::N	d h a a n j a	dhanya	THANJA	THVNJV
nucl1305	kan	Brei::N	ɡ ə ŋ d͡ʒ i	g3Nji	KENCI	KVNKV
nucl1305	kan	Brot::N	r ɔ ʈ ʈ i	roti	RUTI	RVTV
nucl1305	kan	Scheibe::N	h o o ɭ u	hoLu	HULY	HVRV
nucl1305	kan	Fett::N	k ɔ b b u	kobu	KUPY	KVPV
nucl1305	kan	Butter::N	b ɛ ɳ ɳ e	bEne	PENE	PVNV
nucl1305	kan	Öl::N	j ɛ ɳ ɳ e	yEne	JENE	JVNV
nucl1305	kan	Salz::N	w ʊ p p u	wupu	WYPY	WVPV
nucl1305	kan	Suppe::N	j ɛ s ə r u	yEs3ru	JESERY	JVSVRV
nucl1305	kan	Honig::N	m ə d h u	m3dhu	METHY	MVTHV
nucl1305	kan	Milch::N	h a a l u	halu	HALY	HVRV
nucl1305	kan	Tee::N	t͡ʃ ə h a	C3ha	CEHA	KVHV
nucl1305	kan	Leder::N	t͡ʃ ə k k ə ɭ a	C3k3La	CEKELA	KVKVRV
nucl1305	kan	Wolle::N	w ʊ ɳ ɳ e	wune	WYNE	WVNV
nucl1305	kan	Stoff::N	b ə ʈ ʈ e	b3te	PETE	PVTV
nucl1305	kan	Nadel::N	s u u d͡ʒ i	suji	SYCI	SVKV
nucl1305	kan	Faden::N	d a a r a	dara	TARA	TVRV
nucl1305	kan	Knopf::N	ɡ ʊ ŋ ɖ u	guNdu	KYNTY	KVNTV
nucl1305	kan	Knoten::N	ɡ ə ŋ ʈ u	g3Ntu	KENTY	KVNTV
nucl1305	kan	Farbe::N	b ə ɳ ɳ a	b3na	PENA	PVNV
nucl1305	kan	Kleidung::N	ə r ɪ ʋ e	3riwe	ERIWE	VRVWV
nucl1305	kan	Hemd::N	ə ŋ ɡ i	3Ngi	ENKI	VNKV
nucl1305	kan	Kragen::N	k ʊ t t ɪ ɡ ɛ p ə ʈ ʈ i	kutigEp3ti	KYTIKEPETI	KVTVKVPVTV
nucl1305	kan	Ärmel::N	t o o ɭ u	toLu	TULY	TVRV
nucl1305	kan	Hose::N	j ɪ d͡ʒ a a r a	yijara	JICARA	JVKVRV
nucl1305	kan	Gürtel::N	b ɛ l ʈ u	bEltu	PELTY	PVRTV
nucl1305	kan	Mütze::N	ʈ o o p i	topi	TUPI	TVPV
nucl1305	kan	Schuh::N	p a a d ə r ə k ʂ e	pad3r3kSe	PATEREKSE	PVTVRVKSV
nucl1305	kan	Stiefel::N	b u u ʈ u	butu	PYTY	PVTV
nucl1305	kan	Ring::N	w ʊ ŋ ɡ ʊ r a	wuNgura	WYNKYRA	WVNKVRV
nucl1305	kan	Band::N	r ɪ b b ə n	rib3n	RIPEN	RVPVN
nucl1305	kan	Kamm::N	h ə ɳ ɪ ɡ e	h3nige	HENIKE	HVNVKV
nucl1305	kan	Spiegel::N	k ə n n ə ɖ i	k3n3di	KENETI	KVNVTV
nucl1305	kan	Riemen::N	b a a r u	baru	PARY	PVRV
nucl1305	kan	Schnur::N	h ʊ r i	huri	HYRI	HVRV
nucl1305	kan	Leine::N	h ə ɡ ɡ a	h3ga	HEKA	HVKV
nucl1305	kan	Decke::N	k ə ŋ b ə ɭ i	k3Nb3Li	KENPELI	KVNPVRV
nucl1305	kan	Kissen::N	d ɪ ŋ b u	diNbu	TINPY	TVNPV
nucl1305	kan	Tuch::N	k ɔ r ə ɭ ə _ b ə ʈ ʈ e	kor3L3b3te	KURELE_PETE	KVRVRV_PVTV
nucl1305	kan	Handtuch::N	t͡ʃ ə ʊ k a	C3uka	CEYKA	KVKV
nucl1305	kan	Kraft::N	b ə l a	b3la	PELA	PVRV
nucl1305	kan	Stärke::N	ɕ ə k t i	S3kti	SEKTI	SVKTV
nucl1305	kan	Gesundheit::N	a a r o o ɡ j a	arogya	ARUKJA	VRVKJV
nucl1305	kan	Krankheit::N	r o o ɡ a	roga	RUKA	RVKV
nucl1305	kan	Schmerz::N	n o o ʋ u	nowu	NUWY	NVWV
nucl1305	kan	Wunde::N	ɡ a a j a	gaya	KAJA	KVJV
nucl1305	kan	Fieber::N	d͡ʒ ʋ ə r a	jw3ra	CWERA	KWVRV
nucl1305	kan	Arznei::N	ə ʊ ʂ ə d h a	3uS3dha	EYSETHA	VSVTHV
nucl1305	kan	Brücke::N	s e e t ʊ ʋ e	setuwe	SETYWE	SVTVWV
nucl1305	kan	Brunnen::N	b a a ʋ i	bawi	PAWI	PVWV
nucl1305	kan	Weide::N	ɡ o o m a a ɭ a	gomaLa	KUMALA	KVMVRV
nucl1305	kan	Pfad::N	d a a r i	dari	TARI	TVRV
nucl1305	kan	Weg::N	h a a d i	hadi	HATI	HVTV
nucl1305	kan	Straße::N	r ə s t e	r3ste	RESTE	RVSTV
nucl1305	kan	Dorf::N	h ə ɭ ɭ i	h3Li	HELI	HVRV
nucl1305	kan	Stadt::N	p ə ʈ ʈ ə ɳ a	p3t3na	PETENA	PVTVNV
nucl1305	kan	Brief::N	k a a ɡ ə d a	kag3da	KAKETA	KVKVTV
nucl1305	kan	Buch::N	p ʊ s t ə k a	pust3ka	PYSTEKA	PVSTVKV
nucl1305	kan	Buchstabe::N	ə k ʂ ə r a	3kS3ra	EKSERA	VKSVRV
nucl1305	kan	Zeitung::N	ʋ a a r t a a p ə t r ɪ k e	wartap3trike	WARTAPETRIKE	WVRTVPVTRVKV
nucl1305	kan	Leben::N	d͡ʒ i i ʋ ə n a	jiw3na	CIWENA	KVWVNV
nucl1305	kan	Tod::N	m ə r ə ɳ a	m3r3na	MERENA	MVRVNV
nucl1305	kan	Grab::N	ɡ o o r i	gori	KURI	KVRV
nucl1305	kan	Kirche::N	t͡ʃ ə r t͡ʃ u	C3rCu	CERCY	KVRKV
nucl1305	kan	Sünde::N	p a a p a	papa	PAPA	PVPV
nucl1305	kan	Gott::N	d e e ʋ ə r u	dew3ru	TEWERY	TVWVRV
nucl1305	kan	Arbeiter::N	k ɛ l ə s ə ɡ a a r a	kEl3s3gara	KELESEKARA	KVRVSVKVRV
nucl1305	kan	Chef::N	d ə ɳ i	d3ni	TENI	TVNV
nucl1305	kan	Meister::N	ɕ ɪ k ʂ ə k a	SikS3ka	SIKSEKA	SVKSVKV
nucl1305	kan	Arzt::N	ʋ ə ɪ d j a	w3idya	WEITJA	WVTJV
nucl1305	kan	Lehrer::N	w ʊ p a a d h j a a j a	wupadhyaya	WYPATHJAJA	WVPVTHJVJV
nucl1305	kan	Geld::N	h ə ɳ a	h3na	HENA	HVNV
nucl1305	kan	Geschäft::N	ʋ a a ɳ ɪ d͡ʒ j a	wanijya	WANICJA	WVNVKJV
nucl1305	kan	Laden::N	ə ŋ ɡ ə ɖ i	3Ng3di	ENKETI	VNKVTV
nucl1305	kan	Preis::N	b ɛ l e	bEle	PELE	PVRV
nucl1305	kan	Ware::N	s ə r ə k u	s3r3ku	SEREKY	SVRVKV
nucl1305	kan	Nutzen::N	l a a bʰ a	laba	LAPA	RVPV
nucl1305	kan	Reichtum::N	s ə ŋ p ə t t u	s3Np3tu	SENPETY	SVNPVTV
nucl1305	kan	Welt::N	bʰ u u l o o k a	buloka	PYLUKA	PVRVKV
nucl1305	kan	Land::N	d e e ɕ a	deSa	TESA	TVSV
nucl1305	kan	Staat::N	r a a d͡ʒ j a	rajya	RACJA	RVKJV
nucl1305	kan	König::N	r a a d͡ʒ a	raja	RACA	RVKV
nucl1305	kan	Macht::N	ə d h ɪ k a a r a	3dhikara	ETHIKARA	VTHVKVRV
nucl1305	kan	Grenze::N	ɡ ə ɖ i	g3di	KETI	KVTV
nucl1305	kan	Krieg::N	j ʊ d d h a	yudha	JYTHA	JVTHV
nucl1305	kan	Feind::N	ɕ ə t r u	S3tru	SETRY	SVTRV
nucl1305	kan	Gewalt::N	h ɪ ŋ s e	hiNse	HINSE	HVNSV
nucl1305	kan	Kampf::N	h o o r a a ʈ a	horata	HURATA	HVRVTV
nucl1305	kan	Bogen[Waffe]::N	b ɪ l l u	bilu	PILY	PVRV
nucl1305	kan	Pfeil::N	ə ŋ b u	3Nbu	ENPY	VNPV
nucl1305	kan	Gewehr::N	b ə ŋ d u u k u	b3Nduku	PENTYKY	PVNTVKV
nucl1305	kan	Fehler::N	t ə p p u	t3pu	TEPY	TVPV
nucl1305	kan	Lüge::N	s ʊ ɭ ɭ u	suLu	SYLY	SVRV
nucl1305	kan	Schaden::N	h a a n i	hani	HANI	HVNV
nucl1305	kan	Unglück::N	ə p a a j a	3paya	EPAJA	VPVJV
nucl1305	kan	Schuld::N	d o o ʂ a	doSa	TUSA	TVSV
nucl1305	kan	Alter::N	m ʊ p p u	mupu	MYPY	MVPV
nucl1305	kan	Schluss::N	m ʊ k t a a j a	muktaya	MYKTAJA	MVKTVJV
nucl1305	kan	Zeit::N	k a a l a	kala	KALA	KVRV
nucl1305	kan	Tag::N	d ɪ n a	dina	TINA	TVNV
nucl1305	kan	Morgen::N	m ʊ ŋ d͡ʒ a a n e	muNjane	MYNCANE	MVNKVNV
nucl1305	kan	Mittag::N	n ə ɖ ʊ h ə ɡ ə l u	n3duh3g3lu	NETYHEKELY	NVTVHVKVRV
nucl1305	kan	Abend::N	s ə ŋ d͡ʒ e	s3Nje	SENCE	SVNKV
nucl1305	kan	Nacht::N	r a a t r i	ratri	RATRI	RVTRV
nucl1305	kan	Woche::N	ʋ a a r a	wara	WARA	WVRV
nucl1305	kan	Monat::N	t ɪ ŋ ɡ ə ɭ u	tiNg3Lu	TINKELY	TVNKVRV
nucl1305	kan	Jahr::N	s ə ŋ ʋ ə t s ə r a	s3Nw3ts3ra	SENWETSERA	SVNWVTSVRV
nucl1305	kan	Frühling::N	ʋ ə s ə ŋ t a	w3s3Nta	WESENTA	WVSVNTV
nucl1305	kan	Sommer::N	b ɪ s ɪ l ʊ k a a l a	bisilukala	PISILYKALA	PVSVRVKVRV
nucl1305	kan	Herbst::N	ɕ ə r ə t k a a l a	S3r3tkala	SERETKALA	SVRVTKVRV
nucl1305	kan	Winter::N	t͡ʃ ə ɭ ɪ ɡ a a l a	C3Ligala	CELIKALA	KVRVKVRV
nucl1305	kan	Januar::N	n a a l t͡ʃ ə ɭ i	nalC3Li	NALCELI	NVRKVRV
nucl1305	kan	Februar::N	ə j t͡ʃ ə ɭ i	3yC3Li	EJCELI	VJKVRV
nucl1305	kan	März::N	m ɔ b b e e s ɪ ɡ e	mobesige	MUPESIKE	MVPVSVKV
nucl1305	kan	April::N	j ɪ b b e e s ɪ ɡ e	yibesige	JIPESIKE	JVPVSVKV
nucl1305	kan	Mai::N	m ʊ b b e e s ɪ ɡ e	mubesige	MYPESIKE	MVPVSVKV
nucl1305	kan	Juni::N	m ɔ m m ə ɭ e	mom3Le	MUMELE	MVMVRV
nucl1305	kan	Juli::N	j ɪ m m ə ɭ e	yim3Le	JIMELE	JVMVRV
nucl1305	kan	August::N	m ʊ m m ə ɭ e	mum3Le	MYMELE	MVMVRV
nucl1305	kan	September::N	n a a l m ə ɭ e	nalm3Le	NALMELE	NVRMVRV
nucl1305	kan	Oktober::N	m ɔ t t͡ʃ ə ɭ i	moC3Li	MUCELI	MVKVRV
nucl1305	kan	November::N	j ɪ t t͡ʃ ə ɭ i	yiC3Li	JICELI	JVKVRV
nucl1305	kan	Dezember::N	m ʊ t t͡ʃ ə ɭ i	muC3Li	MYCELI	MVKVRV
nucl1305	kan	Montag::N	s o o m ʊ ʋ a a r a	somuwara	SUMYWARA	SVMVWVRV
nucl1305	kan	Dienstag::N	m ə ŋ ɡ ə ɭ ə ʋ a a r a	m3Ng3L3wara	MENKELEWARA	MVNKVRVWVRV
nucl1305	kan	Mittwoch::N	b ʊ d h ə ʋ a a r a	budh3wara	PYTHEWARA	PVTHVWVRV
nucl1305	kan	Donnerstag::N	ɡ ʊ r ʊ ʋ a a r a	guruwara	KYRYWARA	KVRVWVRV
nucl1305	kan	Freitag::N	ɕ ʊ k r ə ʋ a a r a	Sukr3wara	SYKREWARA	SVKRVWVRV
nucl1305	kan	Samstag::N	ɕ ə n ɪ ʋ a a r a	S3niwara	SENIWARA	SVNVWVRV
nucl1305	kan	Sonntag::N	bʰ a a n ʊ ʋ a a r a	banuwara	PANYWARA	PVNVWVRV
nucl1305	kan	groß::A	d ɔ ɖ ɖ a	doda	TUTA	TVTV
nucl1305	kan	klein::A	p ʊ ʈ ʈ a	puta	PYTA	PVTV
nucl1305	kan	lang::A	d i i r ɡʰ a	dirga	TIRKA	TVRKV
nucl1305	kan	kurz::A	t͡ʃ ə k k a	C3ka	CEKA	KVKV
nucl1305	kan	breit::A	ə ɡ ə l ə ʋ a a d a	3g3l3wada	EKELEWATA	VKVRVWVTV
nucl1305	kan	schmal::A	j ɪ k k ə ʈ ʈ a a d a	yik3tada	JIKETATA	JVKVTVTV
nucl1305	kan	dicht::A	d ə ʈ ʈ a	d3ta	TETA	TVTV
nucl1305	kan	dick[Gegenstand]::A	d ə ʈ ʈ a	d3ta	TETA	TVTV
nucl1305	kan	dünn::A	t ɛ ɭ u	tELu	TELY	TVRV
nucl1305	kan	fein::A	k o o m ə l a	kom3la	KUMELA	KVMVRV
nucl1305	kan	fest::A	ɡʰ ə n a	g3na	KENA	KVNV
nucl1305	kan	flach::A	t͡ʃ ə p p ə ʈ e	C3p3te	CEPETE	KVPVTV
nucl1305	kan	glatt::A	n ə j a	n3ya	NEJA	NVJV
nucl1305	kan	hart::A	ɡ ə ʈ ʈ i	g3ti	KETI	KVTV
nucl1305	kan	weich::A	m r ɨ d ʊ ʋ a a d a	mr3duwada	MRITYWATA	MRVTVWVTV
nucl1305	kan	rund::A	ʋ ə r t ʊ ɭ a	w3rtuLa	WERTYLA	WVRTVRV
nucl1305	kan	spitz::A	m ɔ n ə t͡ʃ a a d a	mon3Cada	MUNECATA	MVNVKVTV
nucl1305	kan	scharf::A	t i i k ʂ ɳ a	tikSna	TIKSNA	TVKSNV
nucl1305	kan	stumpf::A	m ɔ ŋ ɖ u	moNdu	MUNTY	MVNTV
nucl1305	kan	schwer::A	bʰ a a r i	bari	PARI	PVRV
nucl1305	kan	schön::A	s ʊ ŋ d ə r a	suNd3ra	SYNTERA	SVNTVRV
nucl1305	kan	heiß::A	b ɪ s i	bisi	PISI	PVSV
nucl1305	kan	warm::A	b ɪ s i	bisi	PISI	PVSV
nucl1305	kan	kalt::A	t ə ɳ ɳ ə n ɛ j a	t3n3nEya	TENENEJA	TVNVNVJV
nucl1305	kan	kühl::A	t ə ŋ p a a d a	t3Npada	TENPATA	TVNPVTV
nucl1305	kan	frisch::A	n ɪ r m ə l a	nirm3la	NIRMELA	NVRMVRV
nucl1305	kan	feucht::A	w ɔ d d ɛ j a a d a	wodEyada	WUTEJATA	WVTVJVTV
nucl1305	kan	nass::A	w ɔ d d ɛ j a a d a	wodEyada	WUTEJATA	WVTVJVTV
nucl1305	kan	trocken::A	ɕ ʊ ʂ k a	SuSka	SYSKA	SVSKV
nucl1305	kan	voll::A	t ʊ ŋ b ɪ d a	tuNbida	TYNPITA	TVNPVTV
nucl1305	kan	leer::A	kʰ a a l i	kali	KALI	KVRV
nucl1305	kan	offen::A	m ʊ t t͡ʃ ə l l ə d a	muC3l3da	MYCELETA	MVKVRVTV
nucl1305	kan	geschlossen::A	m ʊ t t͡ʃ ɪ d a	muCida	MYCITA	MVKVTV
nucl1305	kan	sauber::A	ɕ ʊ d d h a	Sudha	SYTHA	SVTHV
nucl1305	kan	schmutzig::A	ə ɕ ʊ d d h a	3Sudha	ESYTHA	VSVTHV
nucl1305	kan	roh::A	h ə s i	h3si	HESI	HVSV
nucl1305	kan	reif::A	h ə ɳ ɳ a a d a	h3nada	HENATA	HVNVTV
nucl1305	kan	lecker::A	ɡ ʊ t͡ʃ ɪ k ə r a	guCik3ra	KYCIKERA	KVKVKVRV
nucl1305	kan	süß::A	s ɪ h i	sihi	SIHI	SVHV
nucl1305	kan	bitter::A	k ə h i	k3hi	KEHI	KVHV
nucl1305	kan	sauer::A	h ʊ ɭ ɪ j a a d a	huLiyada	HYLIJATA	HVRVJVTV
nucl1305	kan	hell::A	h ɔ ɭ ɛ j ʊ ʋ a	hoLEyuwa	HULEJYWA	HVRVJVWV
nucl1305	kan	dunkel::A	m ə b b a a d a	m3bada	MEPATA	MVPVTV
nucl1305	kan	schwarz::A	k ə p p u	k3pu	KEPY	KVPV
nucl1305	kan	weiß::A	b ɪ ɭ ɪ j a	biLiya	PILIJA	PVRVJV
nucl1305	kan	rot::A	k ɛ ŋ p u	kENpu	KENPY	KVNPV
nucl1305	kan	gelb::A	h ə ɭ ə d ə j a	h3L3d3ya	HELETEJA	HVRVTVJV
nucl1305	kan	blau::A	n i i l a	nila	NILA	NVRV
nucl1305	kan	grün::A	k a a j a a d a	kayada	KAJATA	KVJVTV
nucl1305	kan	grau::A	b u u d ʊ b ə ɳ ɳ ə d a	budub3n3da	PYTYPENETA	PVTVPVNVTV
nucl1305	kan	bunt::A	ʋ ə r ɳ ə r ə ŋ d͡ʒ ɪ t a	w3rn3r3Njita	WERNERENCITA	WVRNVRVNKVTV
nucl1305	kan	billig::A	ə ɡ ɡ a	3ga	EKA	VKV
nucl1305	kan	teuer::A	d ʊ b a a r ɪ j a a d a	dubariyada	TYPARIJATA	TVPVRVJVTV
nucl1305	kan	wertvoll::A	ə m u u l j a	3mulya	EMYLJA	VMVRJV
nucl1305	kan	blind::A	ə ŋ d h a	3Ndha	ENTHA	VNTHV
nucl1305	kan	taub::A	k ɪ ʋ ʊ ɖ a a d a	kiwudada	KIWYTATA	KVWVTVTV
nucl1305	kan	kräftig::A	p r ə b ə l a	pr3b3la	PREPELA	PRVPVRV
nucl1305	kan	stark::A	ɕ ə k t ɪ ʋ ə ŋ t a	S3ktiw3Nta	SEKTIWENTA	SVKTVWVNTV
nucl1305	kan	schwach::A	d ʊ r b ə l a	durb3la	TYRPELA	TVRPVRV
nucl1305	kan	fett::A	k ɔ b b ɪ d a	kobida	KUPITA	KVPVTV
nucl1305	kan	schlank::A	t ɛ ɭ ɭ ə ɡ ɪ n a	tEL3gina	TELEKINA	TVRVKVNV
nucl1305	kan	hübsch::A	ə ŋ d ə ʋ a a d a	3Nd3wada	ENTEWATA	VNTVWVTV
nucl1305	kan	böse::A	k ɛ ʈ ʈ a	kEta	KETA	KVTV
nucl1305	kan	dumm::A	m ə ŋ d a	m3Nda	MENTA	MVNTV
nucl1305	kan	faul::A	a a l ə s a	al3sa	ALESA	VRVSV
nucl1305	kan	fleißig::A	k ə ɖ ə ɡ ʊ ʋ a	k3d3guwa	KETEKYWA	KVTVKVWV
nucl1305	kan	geizig::A	d͡ʒ ʊ ɡ ɡ a	juga	CYKA	KVKV
nucl1305	kan	klug::A	t͡ʃ ə t ʊ r a	C3tura	CETYRA	KVTVRV
nucl1305	kan	geschickt::A	d ə k ʂ a	d3kSa	TEKSA	TVKSV
nucl1305	kan	lieb::A	p r ɪ j a	priya	PRIJA	PRVJV
nucl1305	kan	lustig::A	kʰ ʊ ʂ ɪ j a a d a	kuSiyada	KYSIJATA	KVSVJVTV
nucl1305	kan	sanft::A	s ə ʊ m j a	s3umya	SEYMJA	SVMJV
nucl1305	kan	hungrig::A	h ə s ɪ d a	h3sida	HESITA	HVSVTV
nucl1305	kan	krank::A	ə s ʋ ə s t h a	3sw3stha	ESWESTHA	VSWVSTHV
nucl1305	kan	nackt::A	n ə ɡ n a	n3gna	NEKNA	NVKNV
nucl1305	kan	traurig::A	d ʊ h kʰ ɪ t a	duhkita	TYHKITA	TVHKVTV
nucl1305	kan	lebendig::A	d͡ʒ i i ʋ ə ŋ t a	jiw3Nta	CIWENTA	KVWVNTV
nucl1305	kan	gut::A	w ɔ ɭ ɭ ɛ j a	woLEya	WULEJA	WVRVJV
nucl1305	kan	schlecht::A	d ʊ ʂ ʈ a	duSta	TYSTA	TVSTV
nucl1305	kan	richtig::A	s ə r i	s3ri	SERI	SVRV
nucl1305	kan	schlimm::A	ə s ə h j a	3s3hya	ESEHJA	VSVHJV
nucl1305	kan	wahr::A	n ɪ d͡ʒ a	nija	NICA	NVKV
nucl1305	kan	alt::A	m ʊ d i	mudi	MYTI	MVTV
nucl1305	kan	neu::A	h ɔ s a	hosa	HUSA	HVSV
nucl1305	kan	ehemalig::A	m a a d͡ʒ i i	maji	MACI	MVKV
nucl1305	kan	alt[Lebewesen]::A	ʋ r ɨ d d h a	wr3dha	WRITHA	WRVTHV
nucl1305	kan	jung::A	j ɛ ɭ a	yELa	JELA	JVRV
nucl1305	kan	arm::A	b ə ɖ a	b3da	PETA	PVTV
nucl1305	kan	reich::A	ɕ r i i m ə ŋ t a	Srim3Nta	SRIMENTA	SRVMVNTV
nucl1305	kan	bekannt::A	ə p t a	3pta	EPTA	VPTV
nucl1305	kan	berühmt::A	p r ə s ɪ d d h a	pr3sidha	PRESITHA	PRVSVTHV
nucl1305	kan	fremd::A	p ə r ə k i i j a	p3r3kiya	PEREKIJA	PVRVKVJV
nucl1305	kan	verschieden::A	b e e r e	bere	PERE	PVRV
nucl1305	kan	nah::A	h ə t t ɪ r ə ʋ a a d a	h3tir3wada	HETIREWATA	HVTVRVWVTV
nucl1305	kan	fern::A	d u u r ə d a	dur3da	TYRETA	TVRVTV
nucl1305	kan	linker::A	j ɛ ɖ a	yEda	JETA	JVTV
nucl1305	kan	rechter::A	b ə l a	b3la	PELA	PVRV
nucl1305	kan	anderer::A	j ɪ t ə r a	yit3ra	JITERA	JVTVRV
nucl1305	kan	erster::A	p r ə t h ə m a	pr3th3ma	PRETHEMA	PRVTHVMV
nucl1305	kan	zweiter::A	d ʋ ɪ t i i j a	dwitiya	TWITIJA	TWVTVJV
nucl1305	kan	dritter::A	m u u r ə n ɛ j ə d͡ʒ ə ɡ ə t t u	mur3nEy3j3g3tu	MYRENEJECEKETY	MVRVNVJVKVKVTV
nucl1305	kan	letzter::A	ə ŋ t j a	3Ntya	ENTJA	VNTJV
nucl1305	kan	allein::ADV	w ɔ b b ə n e e	wob3ne	WUPENE	WVPVNV
nucl1305	kan	auf einmal::ADV	w ɔ ɖ ə n e	wod3ne	WUTENE	WVTVNV
nucl1305	kan	zusammen::ADV	w ɔ ʈ ʈ ɪ ɡ e	wotige	WUTIKE	WVTVKV
nucl1305	kan	lange::ADV	d i i r ɡʰ a	dirga	TIRKA	TVRKV
nucl1305	kan	plötzlich::ADV	ə n a a m ə t t u	3nam3tu	ENAMETY	VNVMVTV
nucl1305	kan	sofort::ADV	d͡ʒ a a ɡ r ə t e	jagr3te	CAKRETE	KVKRVTV
nucl1305	kan	später::ADV	t ə r ʊ ʋ a a j a	t3ruwaya	TERYWAJA	TVRVWVJV
nucl1305	kan	jetzt::ADV	j i i ɡ a	yiga	JIKA	JVKV
nucl1305	kan	heute::ADV	j ɪ ŋ d u	yiNdu	JINTY	JVNTV
nucl1305	kan	morgen::ADV	n a a ɭ e	naLe	NALE	NVRV
nucl1305	kan	bald::ADV	b e e ɡ a	bega	PEKA	PVKV
nucl1305	kan	dann::ADV	a a ɡ a	aga	AKA	VKV
nucl1305	kan	gestern::ADV	n ɪ n n e	nine	NINE	NVNV
nucl1305	kan	einst::ADV	p u u r ʋ ə d ə l l i	purw3d3li	PYRWETELI	PVRWVTVRV
nucl1305	kan	damals::ADV	a a ɡ a	aga	AKA	VKV
nucl1305	kan	danach::ADV	a a m e e l e	amele	AMELE	VMVRV
nucl1305	kan	vorher::ADV	m ʊ ŋ t͡ʃ e	muNCe	MYNCE	MVNKV
