language	iso_code	gloss	ipa	asjp	sca	dolgo	Cognate Class
nucl1305	kan	feucht::A	w ɔ d d ɛ j a a d a	wodEyada	WUTEJATA	WVTVJVTV	2
tami1289	tam	feucht::A	i i ɾ ʌ m ɑ ɑ n ʌ	iromano	IREMANE	VRVMVNV	1
telu1262	tel	feucht::A	t͡ɕ e m m ʌ ɡ a a n u n n ʌ	Cemoganuno	CEMEKANYNE	KVMVKVNVNV	2
mala1464	mal	Feuer::N	t i i	ti	TI	TV	1
nucl1305	kan	Feuer::N	b ɛ ŋ k i	bENki	PENKI	PVNKV	2
tami1289	tam	Feuer::N	t i i	ti	TI	TV	1
telu1262	tel	Feuer::N	ʌ ɡ n i	ogni	EKNI	VKNV	2
mala1464	mal	Fieber::N	p a n i	pani	PANI	PVNV	2
nucl1305	kan	Fieber::N	d͡ʒ ʋ ə r a	jw3ra	CWERA	KWVRV	1
tami1289	tam	Fieber::N	k ɑ ɑ j t t͡ɕ ʌ l	kayCol	KAJCEL	KVJKVR	3
telu1262	tel	Fieber::N	d͡ʑ ʋ ʌ r ʌ m u	jworomu	CWEREMY	KWVRVMV	1
mala1464	mal	Figur::N	k a ɳ a k k ɨ	kanak3	KANAKI	KVNVKV	3
nucl1305	kan	Figur::N	a a k a a r a	akara	AKARA	VKVRV	3
tami1289	tam	Figur::N	e ɳ ɳ i k k ʌ i	enikoi	ENIKEI	VNVKV	1
telu1262	tel	Figur::N	r u u p ʌ m u	rupomu	RYPEMY	RVPVMV	2
mala1464	mal	finden::V	k a ɳ ɖ e t t u ɡ a	kandetuga	KANTETYKA	KVNTVTVKV	1
nucl1305	kan	finden::V	k ə ŋ ɖ ʊ k o	k3Nduko	KENTYKU	KVNTVKV	1
tami1289	tam	finden::V	k ʌ ɳ ʈ u β i ʈ i	kontubiti	KENTYBITI	KVNTVPVTV	2
telu1262	tel	finden::V	k ʌ n u ɡ o n u	konugonu	KENYKUNY	KVNVKVNV	1
mala1464	mal	Finger::N	ʋ i ɾʲ a l	wiral	WIRAL	WVRVR	1
nucl1305	kan	Finger::N	k ə ɪ b ɛ r ə ɭ u	k3ibEr3Lu	KEIPERELY	KVPVRVRV	2
tami1289	tam	Finger::N	ʋ i ɾ ʌ l	wirol	WIREL	WVRVR	1
telu1262	tel	Finger::N	t͡ɕ e e t i p r e e l u	Cetiprelu	CETIPRELY	KVTVPRVRV	3
mala1464	mal	Fingernagel::N	n a kʰ a m	nakam	NAKAM	NVKVM	3
nucl1305	kan	Fingernagel::N	w ʊ ɡ ʊ r u	wuguru	WYKYRY	WVKVRV	1
tami1289	tam	Fingernagel::N	ʋ i ɾ ʌ l _ n ʌ h ʌ m	wirolnohom	WIREL_NEHEM	WVRVR_NVHVM	2
telu1262	tel	Fingernagel::N	ɡ o o r u	goru	KURY	KVRV	1
mala1464	mal	Fisch::N	m a t s j a m	matsyam	MATSJAM	MVTSJVM	3
nucl1305	kan	Fisch::N	m i i n u	minu	MINY	MVNV	1
tami1289	tam	Fisch::N	m i i n	min	MIN	MVN	1
telu1262	tel	Fisch::N	t͡ɕ e e p ʌ	Cepo	CEPE	KVPV	2
mala1464	mal	fischen::V	m i i n _ p i ɖ i k k ʲ u ɡ a	minpidikuga	MIN_PITIKYKA	MVN_PVTVKVKV	1
nucl1305	kan	fischen::V	m i i n ʊ _ h ɪ ɖ i	minuhidi	MINY_HITI	MVNV_HVTV	1
tami1289	tam	fischen::V	m i i n _ p i ɖ i	minpidi	MIN_PITI	MVN_PVTV	1
telu1262	tel	fischen::V	ʋ e d ʌ k u	wedoku	WETEKY	WVTVKV	2
mala1464	mal	flach::A	p a ɾʲ a n n a	parana	PARANA	PVRVNV	3
nucl1305	kan	flach::A	t͡ʃ ə p p ə ʈ e	C3p3te	CEPETE	KVPVTV	3
tami1289	tam	flach::A	t ʌ ʈ ʈ ʌ i j ɑ ɑ n ʌ	totoiyano	TETEIJANE	TVTVJVNV	2
telu1262	tel	flach::A	t͡ɕ ʌ d u ʋ a i n ʌ	Coduwaino	CETYWAINE	KVTVWVNV	1
mala1464	mal	Fleisch::N	m a a m s a m	mamsam	MAMSAM	MVMSVM	1
nucl1305	kan	Fleisch::N	m a a ŋ s a	maNsa	MANSA	MVNSV	1
tami1289	tam	Fleisch::N	i r ʌ i t t͡ɕ i	iroiCi	IREICI	VRVKV	2
telu1262	tel	Fleisch::N	m a a ̃ s ʌ m u	masomu	MASEMY	MVSVMV	1
mala1464	mal	fleißig::A	a d d ɦ ʋ a a n a ɕ i i l a m u ɭ ɭ a	adhwanaSilamuLa	ATTHWANASILAMYLA	VTTHWVNVSVRVMVRV	2
nucl1305	kan	fleißig::A	k ə ɖ ə ɡ ʊ ʋ a	k3d3guwa	KETEKYWA	KVTVKVWV	1
tami1289	tam	fleißig::A	u u k k ʌ n t ʌ ɭ ʌ ɾ ɑ ɑ t ʌ	ukontoLorato	YKENTELERATE	VKVNTVRVRVTV	3
telu1262	tel	fleißig::A	ɕ r ʌ d d ʌ ɡ ʌ l ʌ	Srodogolo	SRETEKELE	SRVTVKVRV	3
mala1464	mal	Fliege::N	i i t t͡ʃ a	iCa	ICA	VKV	3
nucl1305	kan	Fliege::N	n ɔ ɳ a	nona	NUNA	NVNV	2
tami1289	tam	Fliege::N	i i	i	I	V	1
telu1262	tel	Fliege::N	i i ɡ ʌ	igo	IKE	VKV	3
mala1464	mal	fliegen::V	p a r a k k u ɡ a	parakuga	PARAKYKA	PVRVKVKV	1
nucl1305	kan	fliegen::V	h a a r u	haru	HARY	HVRV	1
tami1289	tam	fliegen::V	p ʌ r ʌ	poro	PERE	PVRV	1
telu1262	tel	fliegen::V	e ɡ u r u	eguru	EKYRY	VKVRV	2
mala1464	mal	fliehen::V	ɾʲ a k ʂ a p p e ɖ u ɡ a	rakSapeduga	RAKSAPETYKA	RVKSVPVTVKV	3
nucl1305	kan	fliehen::V	w o o ɖ ɪ h o o ɡ u	wodihogu	WUTIHUKY	WVTVHVKV	2
tami1289	tam	fliehen::V	o o ɖ u	odu	UTY	VTV	1
telu1262	tel	fliehen::V	p a a ɽ i p o o p u	paripopu	PARIPUPY	PVRVPVPV	3
mala1464	mal	fließen::V	o ɻ u ɡ u ɡ a	oLuguga	URYKYKA	VRVKVKV	3
nucl1305	kan	fließen::V	h ə r i	h3ri	HERI	HVRV	3
tami1289	tam	fließen::V	n i i ɾ o o ʈ ʈ ʌ m _ p o o k k i l _ p o o	nirotompokilpo	NIRUTEM_PUKIL_PU	NVRVTVM_PVKVR_PV	1
telu1262	tel	fließen::V	p r ʌ ʋ ʌ h ĩ t͡ɕ u	prowohiCu	PREWEHICY	PRVWVHVKV	2
mala1464	mal	flüchten::V	ɾʲ a k ʂ a p p e ɖ u ɡ a	rakSapeduga	RAKSAPETYKA	RVKSVPVTVKV	3
nucl1305	kan	flüchten::V	p a a r a a ɡ u	paragu	PARAKY	PVRVKV	2
tami1289	tam	flüchten::V	t ʌ p p i ʋ i ɖ u	topiwidu	TEPIWITY	TVPVWVTV	1
telu1262	tel	flüchten::V	t ʌ p p ĩ t͡ɕ u k o n u	topiCukonu	TEPICYKUNY	TVPVKVKVNV	3
mala1464	mal	Flügel::N	t͡ʃ i r a ɡ ɨ	Cirag3	CIRAKI	KVRVKV	2
nucl1305	kan	Flügel::N	r ɛ k k e	rEke	REKE	RVKV	1
tami1289	tam	Flügel::N	i r ʌ k k ʌ i	irokoi	IREKEI	VRVKV	2
telu1262	tel	Flügel::N	ɽ e k k ʌ	reko	REKE	RVKV	1
mala1464	mal	Fluss::N	n a d i	nadi	NATI	NVTV	1
nucl1305	kan	Fluss::N	n ə d i	n3di	NETI	NVTV	1
tami1289	tam	Fluss::N	ɑ ɑ r u	aru	ARY	VRV	2
telu1262	tel	Fluss::N	n ʌ d i	nodi	NETI	NVTV	1
mala1464	mal	fragen::V	t͡ʃ o o d i k k ʲ u ɡ a	Codikuga	CUTIKYKA	KVTVKVKV	3
nucl1305	kan	fragen::V	ʋ ɪ t͡ʃ a a r ɪ s u	wiCarisu	WICARISY	WVKVRVSV	1
tami1289	tam	fragen::V	k e e ɭ	keL	KEL	KVR	2
telu1262	tel	fragen::V	p r ʌ ɕ n ĩ t͡ɕ u	proSniCu	PRESNICY	PRVSNVKV	3
mala1464	mal	Frau::N	s t ɾʲ i i	stri	STRI	STRV	2
nucl1305	kan	Frau::N	h ɛ ɳ ɳ u	hEnu	HENY	HVNV	2
tami1289	tam	Frau::N	p e ɳ	pen	PEN	PVN	2
telu1262	tel	Frau::N	a a ɖ u d i	adudi	ATYTI	VTVTV	1
mala1464	mal	Freitag::N	ʋ e ɭ ɭ i j a a ɻ t͡ʃ a	weLiyaLCa	WELIJARCA	WVRVJVRKV	1
nucl1305	kan	Freitag::N	ɕ ʊ k r ə ʋ a a r a	Sukr3wara	SYKREWARA	SVKRVWVRV	2
tami1289	tam	Freitag::N	ʋ e ɭ ɭ i k k i ɻ ʌ m ʌ i	weLikiLomoi	WELIKIREMEI	WVRVKVRVMV	1
telu1262	tel	Freitag::N	ɕ u k r ʌ ʋ a a r ʌ m u	Sukrowaromu	SYKREWAREMY	SVKRVWVRVMV	2
mala1464	mal	fremd::A	ʋ a i d e e ɕ i ɡ a m a a j a	waideSigamaya	WAITESIKAMAJA	WVTVSVKVMVJV	3
nucl1305	kan	fremd::A	p ə r ə k i i j a	p3r3kiya	PEREKIJA	PVRVKVJV	3
tami1289	tam	fremd::A	ʌ j ʌ l _ n ɑ ɑ ʈ ʈ u	oyolnatu	EJEL_NATY	VJVR_NVTV	2
telu1262	tel	fremd::A	ʌ n j ʌ m a i n ʌ	onyomaino	ENJEMAINE	VNJVMVNV	1
mala1464	mal	Freude::N	a a ɦ l a a d a m	ahladam	AHLATAM	VHRVTVM	1
nucl1305	kan	Freude::N	n ə l ɪ ʋ u	n3liwu	NELIWY	NVRVWV	3
tami1289	tam	Freude::N	k o ɳ ʈ ɑ ɑ ʈ ʈ ʌ m	kontatom	KUNTATEM	KVNTVTVM	3
telu1262	tel	Freude::N	s ʌ̃ t o o ʂ ʌ m u	sotoSomu	SETUSEMY	SVTVSVMV	2
mala1464	mal	Freund::N	s u ɦ ɾʲ t t ɨ	suhrt3	SYHRTI	SVHRTV	2
nucl1305	kan	Freund::N	s n e e h ɪ t a	snehita	SNEHITA	SNVHVTV	1
tami1289	tam	Freund::N	n ʌ ɳ p ʌ n	nonpon	NENPEN	NVNPVN	2
telu1262	tel	Freund::N	s n e e h i t u ɖ u	snehitudu	SNEHITYTY	SNVHVTVTV	1
mala1464	mal	frieren::V	ʋ i r a j k k u ɡ a	wiraykuga	WIRAJKYKA	WVRVJKVKV	1
nucl1305	kan	frieren::V	t͡ʃ ə ɭ ɪ j ɪ ŋ d ə _ s ɛ ɖ ɛ d ʊ k o	C3LiyiNd3sEdEduko	CELIJINTE_SETETYKU	KVRVJVNTV_SVTVTVKV	3
tami1289	tam	frieren::V	k u ð u k u ð u k u	ku8uku8uku	KYDYKYDYKY	KVTVKVTVKV	2
telu1262	tel	frieren::V	t͡ɕ ʌ l i k i _ ʋ ʌ ɖ ʌ k u	Colikiwodoku	CELIKI_WETEKY	KVRVKV_WVTVKV	3
mala1464	mal	frisch::A	ɕ u d d ɦ a m a a j a	Sudhamaya	SYTTHAMAJA	SVTTHVMVJV	2
nucl1305	kan	frisch::A	n ɪ r m ə l a	nirm3la	NIRMELA	NVRMVRV	1
tami1289	tam	frisch::A	t͡ɕ u t t ʌ m ɑ ɑ n ʌ	Cutomano	CYTEMANE	KVTVMVNV	3
telu1262	tel	frisch::A	t a a d͡ʑ a a j a i n ʌ	tajayaino	TACAJAINE	TVKVJVNV	3
mala1464	mal	Frost::N	m u u ɖ a l m a ɲ ɲ ɨ	mudalma53	MYTALMANI	MVTVRMVNV	2
nucl1305	kan	Frost::N	m ə ŋ d͡ʒ u	m3Nju	MENCY	MVNKV	3
tami1289	tam	Frost::N	u r ʌ i β ʌ n i	uroiboni	YREIBENI	VRVPVNV	3
telu1262	tel	Frost::N	p e e r i n ʌ _ m ʌ̃ t͡ɕ u	perinomoCu	PERINE_MECY	PVRVNV_MVKV	1
mala1464	mal	Frühling::N	ʋ a s a n dʰ a m	wasandam	WASANTAM	WVSVNTVM	1
nucl1305	kan	Frühling::N	ʋ ə s ə ŋ t a	w3s3Nta	WESENTA	WVSVNTV	1
tami1289	tam	Frühling::N	ʋ ʌ s ʌ n t ʌ m	wosontom	WESENTEM	WVSVNTVM	1
telu1262	tel	Frühling::N	ʋ ʌ s ʌ̃ t ʌ k a a l ʌ m u	wosotokalomu	WESETEKALEMY	WVSVTVKVRVMV	1
mala1464	mal	Fuchs::N	k u r u k k a n	kurukan	KYRYKAN	KVRVKVN	3
nucl1305	kan	Fuchs::N	n ə r i	n3ri	NERI	NVRV	1
tami1289	tam	Fuchs::N	n ʌ ɾ i	nori	NERI	NVRV	1
telu1262	tel	Fuchs::N	ɡ ũ ʈ ʌ n ʌ k k ʌ	gutonoko	KYTENEKE	KVTVNVKV	2
mala1464	mal	fühlen::V	s p a ɾʲ ɕ i t t͡ʃ a r i j u ɡ a	sparSiCariyuga	SPARSICARIJYKA	SPVRSVKVRVJVKV	1
nucl1305	kan	fühlen::V	s p ə r j ɪ s ɪ t ɪ ɭ i	sp3ryisitiLi	SPERJISITILI	SPVRJVSVTVRV	1
tami1289	tam	fühlen::V	t o ʈ ʈ u ɳ ʌ ɾ	totunor	TUTYNER	TVTVNVR	1
telu1262	tel	fühlen::V	s p ʌ r ɕ ĩ t͡ɕ u ʈ ʌ	sporSiCuto	SPERSICYTE	SPVRSVKVTV	1
mala1464	mal	führen::V	n a ɖ a t t u ɡ a	nadatuga	NATATYKA	NVTVTVKV	3
nucl1305	kan	führen::V	d a a r ɪ t o o r ɪ s u	daritorisu	TARITURISY	TVRVTVRVSV	1
tami1289	tam	führen::V	ʋ ʌ ɻ i k ɑ ɑ ʈ ʈ i	woLikati	WERIKATI	WVRVKVTV	2
telu1262	tel	führen::V	d a a r i t͡ɕ u u p u	dariCupu	TARICYPY	TVRVKVPV	1
mala1464	mal	füllen::V	n i r a j k k u ɡ a	niraykuga	NIRAJKYKA	NVRVJKVKV	1
nucl1305	kan	füllen::V	t ʊ ŋ b ɪ s u	tuNbisu	TYNPISY	TVNPVSV	2
tami1289	tam	füllen::V	n i ɾ ʌ p p u	niropu	NIREPY	NVRVPV	1
telu1262	tel	füllen::V	n ĩ p u	nipu	NIPY	NVPV	1
mala1464	mal	fünf::NUM	a ɲ t͡ʃ ɨ	a5C3	ANCI	VNKV	1
nucl1305	kan	fünf::NUM	ə j d u	3ydu	EJTY	VJTV	1
tami1289	tam	fünf::NUM	ʌ i n t u	ointu	EINTY	VNTV	1
telu1262	tel	fünf::NUM	ʌ j i d u	oyidu	EJITY	VJVTV	1
mala1464	mal	fünfzig::NUM	a n b a dʰ ɨ	anbad3	ANPATI	VNPVTV	1
nucl1305	kan	fünfzig::NUM	ə ɪ ʋ ə t t u	3iw3tu	EIWETY	VWVTV	2
tami1289	tam	fünfzig::NUM	ʌ i m ʌ β ʌ t u	oimobotu	EIMEBETY	VMVPVTV	2
telu1262	tel	fünfzig::NUM	e e b ʌ d i	ebodi	EPETI	VPVTV	1
mala1464	mal	Funke::N	t i i p p o ɾʲ i	tipori	TIPURI	TVPVRV	1
nucl1305	kan	Funke::N	k ɪ ɖ i	kidi	KITI	KVTV	2
tami1289	tam	Funke::N	t i i p p o r i	tipori	TIPURI	TVPVRV	1
telu1262	tel	Funke::N	ʌ ɡ n i k ʌ ɳ ʌ m u	ognikonomu	EKNIKENEMY	VKNVKVNVMV	3
mala1464	mal	funkeln::V	t i ɭ a ŋ ŋ u ɡ a	tiLaNuga	TILANYKA	TVRVNVKV	3
nucl1305	kan	funkeln::V	m ɪ n ʊ ɡ u	minugu	MINYKY	MVNVKV	2
tami1289	tam	funkeln::V	p i ɾ ʌ k ɑ ɑ t͡ɕ i	pirokaCi	PIREKACI	PVRVKVKV	1
telu1262	tel	funkeln::V	p r ʌ k a a ɕ ĩ t͡ɕ u	prokaSiCu	PREKASICY	PRVKVSVKV	1
mala1464	mal	fürchten::V	p e e ɖ i k k ʲ u ɡ a	pedikuga	PETIKYKA	PVTVKVKV	2
nucl1305	kan	fürchten::V	h ɛ d ə r u	hEd3ru	HETERY	HVTVRV	2
tami1289	tam	fürchten::V	p ʌ j ʌ p p ʌ ɖ u t t u	poyopodutu	PEJEPETYTY	PVJVPVTVTV	1
telu1262	tel	fürchten::V	bʰ ʌ j ʌ p ʌ ɖ u	boyopodu	PEJEPETY	PVJVPVTV	1
mala1464	mal	Fuß::N	k a a l p p a a d a m	kalpadam	KALPATAM	KVRPVTVM	1
nucl1305	kan	Fuß::N	p a a d a	pada	PATA	PVTV	1
tami1289	tam	Fuß::N	k ɑ ɑ l	kal	KAL	KVR	2
telu1262	tel	Fuß::N	ʌ ɖ u ɡ u	odugu	ETYKY	VTVKV	2
mala1464	mal	Fußboden::N	t a r a	tara	TARA	TVRV	1
nucl1305	kan	Fußboden::N	n ɛ l a	nEla	NELA	NVRV	2
tami1289	tam	Fußboden::N	t ʌ ɾ ʌ i	toroi	TEREI	TVRV	1
telu1262	tel	Fußboden::N	n e e l ʌ	nelo	NELE	NVRV	2
mala1464	mal	füttern::V	t i i t t u ɡ a	tituga	TITYKA	TVTVKV	3
nucl1305	kan	füttern::V	m e e j ɪ s u	meyisu	MEJISY	MVJVSV	1
tami1289	tam	füttern::V	u ɳ ʌ ʋ ʌ ɭ i	unowoLi	YNEWELI	VNVWVRV	2
telu1262	tel	füttern::V	bʰ o o d͡ʑ ʌ n ʌ m u _ p e ʈ ʈ u	bojonomupetu	PUCENEMY_PETY	PVKVNVMV_PVTV	3
mala1464	mal	Gabel::N	m u ɭ k k a t t i	muLkati	MYLKATI	MVRKVTV	1
nucl1305	kan	Gabel::N	k ə ʋ ə l u	k3w3lu	KEWELY	KVWVRV	2
tami1289	tam	Gabel::N	m u ʈ k ʌ ɾ ʌ ɳ ʈ i	mutkoronti	MYTKERENTI	MVTKVRVNTV	1
telu1262	tel	Gabel::N	m ũ ɖ l ʌ ɡ ʌ r i ʈ e	mudlogorite	MYTLEKERITE	MVTRVKVRVTV	1
mala1464	mal	Gang::N	n a ɖ a t t a m	nadatam	NATATAM	NVTVTVM	1
nucl1305	kan	Gang::N	t ɪ r ʊ ɡ a a ʈ a	tirugata	TIRYKATA	TVRVKVTV	1
tami1289	tam	Gang::N	n ʌ ɖ ʌ i	nodoi	NETEI	NVTV	1
telu1262	tel	Gang::N	n ʌ ɖ ʌ k ʌ	nodoko	NETEKE	NVTVKV	1
mala1464	mal	Gans::N	a ɾʲ a j a n n a m	arayanam	ARAJANAM	VRVJVNVM	3
nucl1305	kan	Gans::N	ʋ ə r ə ʈ e	w3r3te	WERETE	WVRVTV	3
tami1289	tam	Gans::N	p e ɳ _ ʋ ɑ ɑ t t u	penwatu	PEN_WATY	PVN_WVTV	1
telu1262	tel	Gans::N	a a ɖ u b a a t u	adubatu	ATYPATY	VTVPVTV	2
mala1464	mal	Gast::N	a dʰ i l i	adili	ATILI	VTVRV	1
nucl1305	kan	Gast::N	ə t ɪ t h i	3tithi	ETITHI	VTVTHV	1
tami1289	tam	Gast::N	ʋ i ɾ u n t ɑ ɑ ɭ i	wiruntaLi	WIRYNTALI	WVRVNTVRV	1
telu1262	tel	Gast::N	ʌ t i d h i	otidhi	ETITHI	VTVTHV	1
mala1464	mal	geben::V	k o ɖ u k k u ɡ a	kodukuga	KUTYKYKA	KVTVKVKV	1
mala1464	mal	geben::V	t a ɾʲ u ɡ a	taruga	TARYKA	TVRVKV	3
nucl1305	kan	geben::V	k ɔ ɖ u	kodu	KUTY	KVTV	1
tami1289	tam	geben::V	k o ɖ u	kodu	KUTY	KVTV	1
telu1262	tel	geben::V	i t t͡ɕ u	iCu	ICY	VKV	2
mala1464	mal	geboren werden::V	d͡ʒ a n i k k ʲ u ɡ a	janikuga	CANIKYKA	KVNVKVKV	3
nucl1305	kan	geboren werden::V	w ʊ ŋ ʈ a a ɡ u	wuNtagu	WYNTAKY	WVNTVKV	2
tami1289	tam	geboren werden::V	p i r ʌ	piro	PIRE	PVRV	3
telu1262	tel	geboren werden::V	p u ʈ ʈ u ʈ ʌ	pututo	PYTYTE	PVTVTV	1
mala1464	mal	Gedächtnis::N	o o ɾʲ m m a ɕ a k t i	ormaSakti	URMASAKTI	VRMVSVKTV	1
nucl1305	kan	Gedächtnis::N	s m ə r ə ɳ e	sm3r3ne	SMERENE	SMVRVNV	2
tami1289	tam	Gedächtnis::N	ɲ ɑ ɑ p ʌ h ʌ m	5apohom	NAPEHEM	NVPVHVM	2
telu1262	tel	Gedächtnis::N	d͡ʑ ɲ a a p ʌ k ʌ m u	j5apokomu	CNAPEKEMY	KNVPVKVMV	2
mala1464	mal	Gedanke::N	t͡ʃ i n dʰ a	Cinda	CINTA	KVNTV	2
nucl1305	kan	Gedanke::N	j o o t͡ʃ ə n e	yoC3ne	JUCENE	JVKVNV	1
tami1289	tam	Gedanke::N	e ɳ ɳ ʌ m	enom	ENEM	VNVM	2
telu1262	tel	Gedanke::N	a a l o o t͡ɕ ʌ n ʌ	aloCono	ALUCENE	VRVKVNV	1
mala1464	mal	gefrieren::V	t a ɳ a t t _ m a ɾʲ a ʋ i k k ʲ u ɡ a	tanatmarawikuga	TANAT_MARAWIKYKA	TVNVT_MVRVWVKVKV	1
nucl1305	kan	gefrieren::V	h ɛ p p ʊ ɡ ə ʈ ʈ u	hEpug3tu	HEPYKETY	HVPVKVTV	3
tami1289	tam	gefrieren::V	u r ʌ i n t u ʋ i ɖ u	urointuwidu	YREINTYWITY	VRVNTVWVTV	3
telu1262	tel	gefrieren::V	ɡ ʌ ɖ ɖ ʌ k ʌ ʈ ʈ u	godokotu	KETEKETY	KVTVKVTV	2
mala1464	mal	Gegend::N	p ɾʲ a d e e ɕ a m	pradeSam	PRATESAM	PRVTVSVM	2
nucl1305	kan	Gegend::N	ʋ ɪ s t i i r ɳ a	wistirna	WISTIRNA	WVSTVRNV	1
tami1289	tam	Gegend::N	ʋ ʌ ʈ ʈ ɑ ɑ ɾ ʌ m	wotarom	WETAREM	WVTVRVM	3
telu1262	tel	Gegend::N	ʋ i s t i i r ɳ ʌ m u	wistirnomu	WISTIRNEMY	WVSTVRNVMV	1
mala1464	mal	Gegenstand::N	s a a d ɦ a n a m	sadhanam	SATHANAM	SVTHVNVM	3
nucl1305	kan	Gegenstand::N	ʋ ə s t u	w3stu	WESTY	WVSTV	3
tami1289	tam	Gegenstand::N	u ɾ u p p ʌ ɖ i	urupodi	YRYPETI	VRVPVTV	1
telu1262	tel	Gegenstand::N	p ʌ d d u	podu	PETY	PVTV	2
mala1464	mal	gehen::V	p o o ɡ u ɡ a	poguga	PUKYKA	PVKVKV	1
nucl1305	kan	gehen::V	h o o ɡ u	hogu	HUKY	HVKV	1
tami1289	tam	gehen::V	p o o	po	PU	PV	1
telu1262	tel	gehen::V	p o o ʋ u	powu	PUWY	PVWV	1
mala1464	mal	Gehirn::N	t a l a t t͡ʃ o o r ɨ	talaCor3	TALACURI	TVRVKVRV	2
nucl1305	kan	Gehirn::N	m ɪ d ʊ ɭ u	miduLu	MITYLY	MVTVRV	1
tami1289	tam	Gehirn::N	m u u n ʌ i	munoi	MYNEI	MVNV	2
telu1262	tel	Gehirn::N	m e d ʌ ɖ u	medodu	METETY	MVTVTV	1
mala1464	mal	Geist::N	t͡ʃ u r u t͡ʃ u r u k k ɨ	CuruCuruk3	CYRYCYRYKI	KVRVKVRVKV	1
nucl1305	kan	Geist::N	a a t m a	atma	ATMA	VTMV	1
tami1289	tam	Geist::N	ɑ ɑ n m ɑ ɑ	anma	ANMA	VNMV	1
telu1262	tel	Geist::N	a a t m ʌ	atmo	ATME	VTMV	1
mala1464	mal	geizig::A	p i ɕ u k k a n a a j a	piSukanaya	PISYKANAJA	PVSVKVNVJV	2
nucl1305	kan	geizig::A	d͡ʒ ʊ ɡ ɡ a	juga	CYKA	KVKV	3
tami1289	tam	geizig::A	k ʌ ɲ e e s ʌ t t ʌ n ʌ m ɑ ɑ n ʌ	ko5esotonomano	KENESETENEMANE	KVNVSVTVNVMVNV	3
telu1262	tel	geizig::A	p i s i n a a r i j a i n ʌ	pisinariyaino	PISINARIJAINE	PVSVNVRVJVNV	1
mala1464	mal	Gelächter::N	t͡ʃ i ɾʲ i j u ɖ e _ ɕ a b d a m	CiriyudeSabdam	CIRIJYTE_SAPTAM	KVRVJVTV_SVPTVM	1
nucl1305	kan	Gelächter::N	n ə ɡ e	n3ge	NEKE	NVKV	3
tami1289	tam	Gelächter::N	t͡ɕ i ɾ i p p u	Ciripu	CIRIPY	KVRVPV	3
telu1262	tel	Gelächter::N	n ʌ ʋ ʋ u	nowu	NEWY	NVWV	2
mala1464	mal	gelb::A	m a ɲ ɲ a n i r a m a a j a	ma5aniramaya	MANANIRAMAJA	MVNVNVRVMVJV	1
nucl1305	kan	gelb::A	h ə ɭ ə d ə j a	h3L3d3ya	HELETEJA	HVRVTVJV	2
tami1289	tam	gelb::A	m ʌ ɲ d͡ʑ ʌ ɭ _ ʋ ʌ ɳ ɳ ʌ m	mo5joLwonom	MENCEL_WENEM	MVNKVR_WVNVM	1
telu1262	tel	gelb::A	p ʌ s u p u _ p ʌ t t͡ɕ ʌ	posupupoCo	PESYPY_PECE	PVSVPV_PVKV	2
mala1464	mal	Geld::N	p a ɳ a m	panam	PANAM	PVNVM	1
nucl1305	kan	Geld::N	h ə ɳ a	h3na	HENA	HVNV	1
tami1289	tam	Geld::N	p ʌ ɳ ʌ m	ponom	PENEM	PVNVM	1
telu1262	tel	Geld::N	d r ʌ ʋ j ʌ m u	drowyomu	TREWJEMY	TRVWJVMV	2
mala1464	mal	gelingen::V	ʋ i d͡ʒ a j i k k ʲ u ɡ a	wijayikuga	WICAJIKYKA	WVKVJVKVKV	2
nucl1305	kan	gelingen::V	j ə ɕ ə s ʋ ɪ j a a ɡ u	y3S3swiyagu	JESESWIJAKY	JVSVSWVJVKV	3
tami1289	tam	gelingen::V	ʋ e t t i	weti	WETI	WVTV	1
telu1262	tel	gelingen::V	ɡ e l u p a a ̃ d u	gelupadu	KELYPATY	KVRVPVTV	3
mala1464	mal	genesen::V	s u kʰ a p p e ɖ u ɡ a	sukapeduga	SYKAPETYKA	SVKVPVTVKV	2
nucl1305	kan	genesen::V	m ə t t ɛ h ɔ d ɪ s u	m3tEhodisu	METEHUTISY	MVTVHVTVSV	3
tami1289	tam	genesen::V	k u ɳ ʌ m _ ʌ ɖ ʌ i	kunomodoi	KYNEM_ETEI	KVNVM_VTV	1
telu1262	tel	genesen::V	k u d u r u ʈ ʌ	kuduruto	KYTYRYTE	KVTVRVTV	3
mala1464	mal	Genick::N	p i ɖ a l i	pidali	PITALI	PVTVRV	1
nucl1305	kan	Genick::N	h ɪ ŋ ɡ ə t t u	hiNg3tu	HINKETY	HVNKVTV	2
tami1289	tam	Genick::N	k ʌ ɻ u t t u	koLutu	KERYTY	KVRVTV	3
telu1262	tel	Genick::N	m u u p u	mupu	MYPY	MVPV	3
mala1464	mal	geradeaus::ADV	m u m b i l	mumbil	MYMPIL	MVMPVR	2
mala1464	mal	geradeaus::ADV	m u m a n n o o ʈ ʈ ɨ	mumanot3	MYMANUTI	MVMVNVTV	4
nucl1305	kan	geradeaus::ADV	s i i d a a	sida	SITA	SVTV	3
tami1289	tam	geradeaus::ADV	m u n n ɑ ɑ l i ɾ u k k u m	munalirukum	MYNALIRYKYM	MVNVRVRVKVM	4
telu1262	tel	geradeaus::ADV	s u u ʈ i ɡ a a	sutiga	SYTIKA	SVTVKV	1
