language	iso_code	gloss	ipa	asjp	sca	dolgo	Cognate Class
tami1289	tam	Neuigkeit::N	t͡ɕ e j t i	Ceyti	CEJTI	KVJTV	1
telu1262	tel	Neuigkeit::N	ʋ a a r t ʌ	warto	WARTE	WVRTV	2
mala1464	mal	neun::NUM	o m b a dʰ ɨ	ombad3	UMPATI	VMPVTV	1
nucl1305	kan	neun::NUM	w ɔ ŋ bʰ ə b ə t t u	woNb3b3tu	WUNPEPETY	WVNPVPVTV	1
tami1289	tam	neun::NUM	o n b ʌ ð u	onbo8u	UNPEDY	VNPVTV	1
telu1262	tel	neun::NUM	t o m m i d i	tomidi	TUMITI	TVMVTV	2
mala1464	mal	neunzig::NUM	t o ɳ ɳ u u r ɨ	tonur3	TUNYRI	TVNVRV	2
nucl1305	kan	neunzig::NUM	t ɔ ŋ b ə t t u	toNb3tu	TUNPETY	TVNPVTV	1
tami1289	tam	neunzig::NUM	t o n n u u r u	tonuru	TUNYRY	TVNVRV	2
telu1262	tel	neunzig::NUM	t õ b ʌ d i	tobodi	TUPETI	TVPVTV	1
mala1464	mal	nicht::ADV	i l l a	ila	ILA	VRV	1
nucl1305	kan	nicht::ADV	j ɪ l l a	yila	JILA	JVRV	1
nucl1305	kan	nicht::ADV	ə l l a	3la	ELA	VRV	1
tami1289	tam	nicht::ADV	i l l ʌ i	iloi	ILEI	VRV	1
telu1262	tel	nicht::ADV	k a a d u	kadu	KATY	KVTV	2
mala1464	mal	niemals::ADV	o ɾʲ i k k ʲ a l u m	orikalum	URIKALYM	VRVKVRVM	3
nucl1305	kan	niemals::ADV	j a a ʋ a a ɡ ə l u u _ ɪ l l a	yawag3luila	JAWAKELY_ILA	JVWVKVRV_VRV	2
tami1289	tam	niemals::ADV	o ɾ u β o o t u m _ i l l ʌ i	orubotumiloi	URYBUTYM_ILEI	VRVPVTVM_VRV	3
telu1262	tel	niemals::ADV	e p p u ɖ u n u l e e d u	epudunuledu	EPYTYNYLETY	VPVTVNVRVTV	1
mala1464	mal	noch::ADV	i p p o o ɻ u m	ipoLum	IPURYM	VPVRVM	1
nucl1305	kan	noch::ADV	j ɪ n n u	yinu	JINY	JVNV	2
tami1289	tam	noch::ADV	i p p o ɻ u ð u m	ipoLu8um	IPURYDYM	VPVRVTVM	1
telu1262	tel	noch::ADV	i p p ʌ ʈ i k i n i	ipotikini	IPETIKINI	VPVTVKVNV	2
mala1464	mal	Norden::N	ʋ a ɖ a k k ɨ	wadak3	WATAKI	WVTVKV	2
nucl1305	kan	Norden::N	w ʊ t t ə r a	wut3ra	WYTERA	WVTVRV	1
tami1289	tam	Norden::N	ʋ ʌ ɖ ʌ k k u	wodoku	WETEKY	WVTVKV	2
telu1262	tel	Norden::N	u t t ʌ r ʌ d i k k u	utorodiku	YTERETIKY	VTVRVTVKV	1
mala1464	mal	November::N	n a ʋ a m b a ɾʲ	nawambar	NAWAMPAR	NVWVMPVR	1
nucl1305	kan	November::N	j ɪ t t͡ʃ ə ɭ i	yiC3Li	JICELI	JVKVRV	2
tami1289	tam	November::N	n ʌ ʋ ʌ m b ʌ ɾ _ m ɑ ɑ t ʌ m	nowombormatom	NEWEMPER_MATEM	NVWVMPVR_MVTVM	1
telu1262	tel	November::N	n ʌ ʋ ʌ̃ b ʌ r u	nowoboru	NEWEPERY	NVWVPVRV	1
mala1464	mal	nur::ADV	m a a t ɾʲ a m	matram	MATRAM	MVTRVM	1
nucl1305	kan	nur::ADV	k e e ʋ ə l a	kew3la	KEWELA	KVWVRV	2
tami1289	tam	nur::ADV	m ʌ ʈ ʈ u m	motum	METYM	MVTVM	1
telu1262	tel	nur::ADV	m a a t r ʌ m u	matromu	MATREMY	MVTRVMV	1
mala1464	mal	Nutzen::N	l a a bʰ a m	labam	LAPAM	RVPVM	1
nucl1305	kan	Nutzen::N	l a a bʰ a	laba	LAPA	RVPV	1
tami1289	tam	Nutzen::N	i l ɑ ɑ p ʌ m	ilapom	ILAPEM	VRVPVM	1
telu1262	tel	Nutzen::N	p r ʌ j o o d͡ʑ ʌ n ʌ m u	proyojonomu	PREJUCENEMY	PRVJVKVNVMV	2
mala1464	mal	oben::ADV	m u ɡ a ɭ i l	mugaLil	MYKALIL	MVKVRVR	2
nucl1305	kan	oben::ADV	m e e l e	mele	MELE	MVRV	1
tami1289	tam	oben::ADV	m e e l e e	mele	MELE	MVRV	1
telu1262	tel	oben::ADV	m i i d ʌ	mido	MITE	MVTV	2
mala1464	mal	Oberschenkel::N	t u ɖ a	tuda	TYTA	TVTV	1
nucl1305	kan	Oberschenkel::N	t ɔ ɖ e	tode	TUTE	TVTV	1
tami1289	tam	Oberschenkel::N	t o ɖ ʌ i	todoi	TUTEI	TVTV	1
telu1262	tel	Oberschenkel::N	t o ɖ ʌ	todo	TUTE	TVTV	1
mala1464	mal	oder::CNJ	a t ɦ a ʋ a a	athawa	ATHAWA	VTHVWV	1
nucl1305	kan	oder::CNJ	ə t h ə ʋ a a	3th3wa	ETHEWA	VTHVWV	1
tami1289	tam	oder::CNJ	ʌ l l ʌ ð u	olo8u	ELEDY	VRVTV	2
telu1262	tel	oder::CNJ	l e e k ʌ	leko	LEKE	RVKV	3
mala1464	mal	Ofen::N	s a t a t a u	satatau	SATATAY	SVTVTV	3
nucl1305	kan	Ofen::N	w ɔ l e	wole	WULE	WVRV	3
tami1289	tam	Ofen::N	ʌ ɖ u p p u	odupu	ETYPY	VTVPV	1
telu1262	tel	Ofen::N	p o j j i	poyi	PUJI	PVJV	2
mala1464	mal	offen::A	t u r a n n a	turana	TYRANA	TVRVNV	1
nucl1305	kan	offen::A	m ʊ t t͡ʃ ə l l ə d a	muC3l3da	MYCELETA	MVKVRVTV	2
tami1289	tam	offen::A	t i r ʌ n t ʌ	tironto	TIRENTE	TVRVNTV	1
telu1262	tel	offen::A	t e ɽ ʌ t͡ɕ i j u n n ʌ	teroCiyuno	TERECIJYNE	TVRVKVJVNV	1
mala1464	mal	öffnen::V	t u r a k k u ɡ a	turakuga	TYRAKYKA	TVRVKVKV	2
nucl1305	kan	öffnen::V	t ɛ r e	tEre	TERE	TVRV	1
tami1289	tam	öffnen::V	t i r ʌ	tiro	TIRE	TVRV	1
telu1262	tel	öffnen::V	t e ɽ ʌ t͡ɕ u	teroCu	TERECY	TVRVKV	1
mala1464	mal	oft::ADV	p a l a p p o o ɻ u m	palapoLum	PALAPURYM	PVRVPVRVM	1
nucl1305	kan	oft::ADV	ə n e e k ə s ə l a	3nek3s3la	ENEKESELA	VNVKVSVRV	2
tami1289	tam	oft::ADV	ʌ ɖ i k k ʌ ɖ i	odikodi	ETIKETI	VTVKVTV	3
telu1262	tel	oft::ADV	t ʌ ɽ ʌ t͡ɕ u ɡ a a	toroCuga	TERECYKA	TVRVKVKV	3
mala1464	mal	Ohr::N	t͡ʃ e ʋ i	Cewi	CEWI	KVWV	1
nucl1305	kan	Ohr::N	k ɪ ʋ i	kiwi	KIWI	KVWV	1
tami1289	tam	Ohr::N	k ɑ ɑ t u	katu	KATY	KVTV	2
telu1262	tel	Ohr::N	t͡ɕ e ʋ i	Cewi	CEWI	KVWV	1
mala1464	mal	Oktober::N	o k ʈ o o b a ɾʲ	oktobar	UKTUPAR	VKTVPVR	1
nucl1305	kan	Oktober::N	m ɔ t t͡ʃ ə ɭ i	moC3Li	MUCELI	MVKVRV	1
tami1289	tam	Oktober::N	ʌ k ʈ o o β ʌ ɾ _ m ɑ ɑ t ʌ m	oktobormatom	EKTUBER_MATEM	VKTVPVR_MVTVM	1
telu1262	tel	Oktober::N	ʌ k ʈ o o b ʌ r u	oktoboru	EKTUPERY	VKTVPVRV	1
mala1464	mal	Öl::N	e ɳ ɳ a	ena	ENA	VNV	1
nucl1305	kan	Öl::N	j ɛ ɳ ɳ e	yEne	JENE	JVNV	1
tami1289	tam	Öl::N	e ɳ ɳ e j	eney	ENEJ	VNVJ	1
telu1262	tel	Öl::N	n u u n e	nune	NYNE	NVNV	2
mala1464	mal	Onkel::N	a m m a a ʋ a n	amawan	AMAWAN	VMVWVN	1
nucl1305	kan	Onkel::N	s o o d ə r ə m a a ʋ a	sod3r3mawa	SUTEREMAWA	SVTVRVMVWV	3
nucl1305	kan	Onkel::N	d ɔ ɖ ɖ ə p p a	dod3pa	TUTEPA	TVTVPV	3
tami1289	tam	Onkel::N	t ɑ ɑ j _ m ɑ ɑ m ʌ n	taymamon	TAJ_MAMEN	TVJ_MVMVN	1
telu1262	tel	Onkel::N	m e e n ʌ m a a m ʌ	menomamo	MENEMAME	MVNVMVMV	2
mala1464	mal	Ort::N	s t ɦ a l a m	sthalam	STHALAM	STHVRVM	1
nucl1305	kan	Ort::N	s t h ə ɭ a	sth3La	STHELA	STHVRV	1
tami1289	tam	Ort::N	i ɖ ʌ m	idom	ITEM	VTVM	2
telu1262	tel	Ort::N	s t h ʌ l ʌ m u	stholomu	STHELEMY	STHVRVMV	1
mala1464	mal	Osten::N	k i ɻ a k k ɨ	kiLak3	KIRAKI	KVRVKV	1
nucl1305	kan	Osten::N	m u u ɖ ə l u	mud3lu	MYTELY	MVTVRV	2
tami1289	tam	Osten::N	k i ɻ ʌ k k u	kiLoku	KIREKY	KVRVKV	1
telu1262	tel	Osten::N	t u u r p u	turpu	TYRPY	TVRPV	2
mala1464	mal	packen::V	t a ʈ ʈ i p p a r i k k ʲ u ɡ a	tatiparikuga	TATIPARIKYKA	TVTVPVRVKVKV	3
nucl1305	kan	packen::V	s ɛ ɭ e	sELe	SELE	SVRV	2
tami1289	tam	packen::V	p i ɖ i t t u k k o ɭ	piditukoL	PITITYKUL	PVTVTVKVR	1
telu1262	tel	packen::V	p ʌ ʈ ʈ u k o n u	potukonu	PETYKUNY	PVTVKVNV	3
mala1464	mal	passieren::V	s a m bʰ a ʋ i k k ʲ u ɡ a	sambawikuga	SAMPAWIKYKA	SVMPVWVKVKV	2
nucl1305	kan	passieren::V	a a ɡ u	agu	AKY	VKV	2
tami1289	tam	passieren::V	n i h ʌ ɻ	nihoL	NIHER	NVHVR	1
telu1262	tel	passieren::V	s ʌ̃ bʰ ʌ ʋ ĩ t͡ɕ u	sobowiCu	SEPEWICY	SVPVWVKV	2
mala1464	mal	Pfad::N	ʋ a ɻ i	waLi	WARI	WVRV	2
nucl1305	kan	Pfad::N	d a a r i	dari	TARI	TVRV	1
tami1289	tam	Pfad::N	n ʌ ɖ ʌ i _ ʋ ʌ ɻ i	nodoiwoLi	NETEI_WERI	NVTV_WVRV	2
telu1262	tel	Pfad::N	k a a l i t r o o ʋ ʌ	kalitrowo	KALITRUWE	KVRVTRVWV	2
mala1464	mal	pfeifen::V	ʋ i s i l a ɖ i k k ʲ u ɡ a	wisiladikuga	WISILATIKYKA	WVSVRVTVKVKV	3
nucl1305	kan	pfeifen::V	s ɪ ɭ ɭ ɛ j u u d u	siLEyudu	SILEJYTY	SVRVJVTV	1
tami1289	tam	pfeifen::V	t͡ɕ i i ɻ k k ʌ i _ e ɻ ʌ p p u	CiLkoieLopu	CIRKEI_EREPY	KVRKV_VRVPV	2
telu1262	tel	pfeifen::V	i i l ʌ ʋ e e j u	iloweyu	ILEWEJY	VRVWVJV	3
mala1464	mal	Pfeil::N	a m b ɨ	amb3	AMPI	VMPV	1
nucl1305	kan	Pfeil::N	ə ŋ b u	3Nbu	ENPY	VNPV	1
tami1289	tam	Pfeil::N	ʌ m b u	ombu	EMPY	VMPV	1
telu1262	tel	Pfeil::N	b a a ɳ ʌ m u	banomu	PANEMY	PVNVMV	2
mala1464	mal	Pferd::N	k u dʰ i ɾʲ a	kudira	KYTIRA	KVTVRV	1
nucl1305	kan	Pferd::N	k ʊ d ʊ r e	kudure	KYTYRE	KVTVRV	1
tami1289	tam	Pferd::N	k u ð i ɾ ʌ i	ku8iroi	KYDIREI	KVTVRV	1
telu1262	tel	Pferd::N	ɡ u ɽ ɽ ʌ m u	guromu	KYREMY	KVRVMV	2
mala1464	mal	pflücken::V	p a r i t t͡ʃ e ɖ u k k u ɡ a	pariCedukuga	PARICETYKYKA	PVRVKVTVKVKV	1
nucl1305	kan	pflücken::V	b ɪ ɖ ɪ s u	bidisu	PITISY	PVTVSV	3
tami1289	tam	pflücken::V	k o j t u _ e ɖ u	koytuedu	KUJTY_ETY	KVJTV_VTV	3
telu1262	tel	pflücken::V	j e e r u ʈ ʌ	yeruto	JERYTE	JVRVTV	2
mala1464	mal	Pilz::N	k u u ɳ	kun	KYN	KVN	3
nucl1305	kan	Pilz::N	ə ɳ ə b e	3n3be	ENEPE	VNVPV	3
tami1289	tam	Pilz::N	k ɑ ɑ ɭ ɑ ɑ n	kaLan	KALAN	KVRVN	1
telu1262	tel	Pilz::N	k u k k ʌ ɡ o ɖ u ɡ u	kukogodugu	KYKEKUTYKY	KVKVKVTVKV	2
mala1464	mal	Platte::N	t a ɡ i ɖ ɨ	tagid3	TAKITI	TVKVTV	2
nucl1305	kan	Platte::N	h ə l ə ɡ e	h3l3ge	HELEKE	HVRVKV	1
tami1289	tam	Platte::N	p ʌ l ʌ h ʌ m	polohom	PELEHEM	PVRVHVM	1
telu1262	tel	Platte::N	p ʌ l ʌ k ʌ	poloko	PELEKE	PVRVKV	1
mala1464	mal	Platz::N	i ɖ a m	idam	ITAM	VTVM	1
nucl1305	kan	Platz::N	ə ŋ t ə r a	3Nt3ra	ENTERA	VNTVRV	1
tami1289	tam	Platz::N	ʋ e t t i ɖ ʌ m	wetidom	WETITEM	WVTVTVM	1
telu1262	tel	Platz::N	e ɖ ʌ m u	edomu	ETEMY	VTVMV	1
mala1464	mal	plötzlich::ADV	p e ʈ ʈ e n n ɨ	peten3	PETENI	PVTVNV	1
nucl1305	kan	plötzlich::ADV	ə n a a m ə t t u	3nam3tu	ENAMETY	VNVMVTV	2
tami1289	tam	plötzlich::ADV	t ʌ ɖ i i ɾ e n r u	todirenru	TETIRENRY	TVTVRVNRV	3
telu1262	tel	plötzlich::ADV	h ʌ r a a t t u ɡ ʌ	horatugo	HERATYKE	HVRVTVKV	3
mala1464	mal	prahlen::V	p o ŋ ŋ a t t͡ʃ a m _ p a r a j u ɡ a	poNaCamparayuga	PUNACAM_PARAJYKA	PVNVKVM_PVRVJVKV	3
nucl1305	kan	prahlen::V	d͡ʒ ə ŋ b ə _ k ɔ t t͡ʃ u	j3Nb3koCu	CENPE_KUCY	KVNPV_KVKV	2
tami1289	tam	prahlen::V	t ʌ r p e ɾ u m ʌ i _ p e e s u	torperumoipesu	TERPERYMEI_PESY	TVRPVRVMV_PVSV	3
telu1262	tel	prahlen::V	d͡ʑ ʌ l l i	joli	CELI	KVRV	1
mala1464	mal	Preis::N	ʋ i l a	wila	WILA	WVRV	1
nucl1305	kan	Preis::N	b ɛ l e	bEle	PELE	PVRV	1
tami1289	tam	Preis::N	ʋ i l ʌ i	wiloi	WILEI	WVRV	1
telu1262	tel	Preis::N	ʋ e l ʌ	welo	WELE	WVRV	1
mala1464	mal	probieren::V	ɾʲ u t͡ʃ i j u ɭ ɭ a dʰ a a j i _ t o o n n u ɡ a	ruCiyuLadayitonuga	RYCIJYLATAJI_TUNYKA	RVKVJVRVTVJV_TVNVKV	2
nucl1305	kan	probieren::V	r ʊ t͡ʃ ɪ _ n o o ɖ u	ruCinodu	RYCI_NUTY	RVKV_NVTV	1
tami1289	tam	probieren::V	ɾ u s i	rusi	RYSI	RVSV	1
telu1262	tel	probieren::V	t͡ɕ ʌ ʋ i t͡ɕ u u t͡ɕ u ʈ ʌ	CowiCuCuto	CEWICYCYTE	KVWVKVKVTV	3
mala1464	mal	Puppe::N	p a a ʋ a	pawa	PAWA	PVWV	2
nucl1305	kan	Puppe::N	ɡ ɔ ŋ b e	goNbe	KUNPE	KVNPV	3
tami1289	tam	Puppe::N	p o m m ʌ i	pomoi	PUMEI	PVMV	1
telu1262	tel	Puppe::N	b o m m ʌ	bomo	PUME	PVMV	1
mala1464	mal	Quelle::N	u r a ʋ i ɖ a m	urawidam	YRAWITAM	VRVWVTVM	1
nucl1305	kan	Quelle::N	m u u l a	mula	MYLA	MVRV	1
tami1289	tam	Quelle::N	m u u l ʌ m	mulom	MYLEM	MVRVM	1
telu1262	tel	Quelle::N	m u u l ʌ m u	mulomu	MYLEMY	MVRVMV	1
mala1464	mal	Rand::N	t o ŋ ŋ a l	toNal	TUNAL	TVNVR	1
nucl1305	kan	Rand::N	ə ŋ t͡ʃ u	3NCu	ENCY	VNKV	2
tami1289	tam	Rand::N	t o ŋ ɡ u	toNgu	TUNKY	TVNKV	1
telu1262	tel	Rand::N	ʌ̃ t͡ɕ u	oCu	ECY	VKV	2
mala1464	mal	Rätsel::N	p ɾʲ a ɦ e e ɭ i ɡ a	praheLiga	PRAHELIKA	PRVHVRVKV	1
nucl1305	kan	Rätsel::N	w ɔ ɡ ə ʈ u	wog3tu	WUKETY	WVKVTV	3
tami1289	tam	Rätsel::N	p u ð i ɾ	pu8ir	PYDIR	PVTVR	3
telu1262	tel	Rätsel::N	t͡ɕ i k k u	Ciku	CIKY	KVKV	2
mala1464	mal	Rauch::N	p u ɡ a	puga	PYKA	PVKV	1
nucl1305	kan	Rauch::N	h ɔ ɡ e	hoge	HUKE	HVKV	1
tami1289	tam	Rauch::N	p u h ʌ i	puhoi	PYHEI	PVHV	1
telu1262	tel	Rauch::N	p o ɡ ʌ	pogo	PUKE	PVKV	1
mala1464	mal	rauchen::V	p u ɡ a j u ɡ a	pugayuga	PYKAJYKA	PVKVJVKV	1
nucl1305	kan	rauchen::V	h ɔ ɡ ɛ b ɪ ɖ u	hogEbidu	HUKEPITY	HVKVPVTV	3
tami1289	tam	rauchen::V	p ʌ h ʌ i _ p i ɖ i	pohoipidi	PEHEI_PITI	PVHV_PVTV	2
telu1262	tel	rauchen::V	p o ɡ ʌ s u ʈ ʌ	pogosuto	PUKESYTE	PVKVSVTV	3
mala1464	mal	Raureif::N	k o o ɖ a m a ɲ ɲ ɨ	kodama53	KUTAMANI	KVTVMVNV	3
nucl1305	kan	Raureif::N	j ɪ b b ə n i	yib3ni	JIPENI	JVPVNV	2
tami1289	tam	Raureif::N	u r ʌ i β ʌ n i _ ʋ e ɳ t i ɾ ʌ i	uroiboniwentiroi	YREIBENI_WENTIREI	VRVPVNV_WVNTVRV	1
telu1262	tel	Raureif::N	m ʌ̃ t͡ɕ u	moCu	MECY	MVKV	3
mala1464	mal	rauschen::V	a n a ŋ ŋ u ɡ a	anaNuga	ANANYKA	VNVNVKV	1
nucl1305	kan	rauschen::V	m ə r m ə r ə ɡ ʊ ʈ ʈ ɪ s u	m3rm3r3gutisu	MERMEREKYTISY	MVRMVRVKVTVSV	3
tami1289	tam	rauschen::V	t͡ɕ ʌ l ʌ s ʌ l ʌ p p u	Colosolopu	CELESELEPY	KVRVSVRVPV	3
telu1262	tel	rauschen::V	t͡ɕ ʌ ʈ ʌ t͡ɕ ʌ ʈ ʌ m ʌ n u ʈ ʌ	CotoCotomonuto	CETECETEMENYTE	KVTVKVTVMVNVTV	2
mala1464	mal	rechnen::V	ɡ a ɳ i k k ʲ u ɡ a	ganikuga	KANIKYKA	KVNVKVKV	3
nucl1305	kan	rechnen::V	l ɛ k k ə _ h a a k u	lEk3haku	LEKE_HAKY	RVKV_HVKV	1
tami1289	tam	rechnen::V	k ʌ ɳ ʌ k k i ɖ u	konokidu	KENEKITY	KVNVKVTV	2
telu1262	tel	rechnen::V	l e k k ʌ p e ʈ ʈ u	lekopetu	LEKEPETY	RVKVPVTV	1
mala1464	mal	rechter::A	ʋ a l a t t e e	walate	WALATE	WVRVTV	1
nucl1305	kan	rechter::A	b ə l a	b3la	PELA	PVRV	1
tami1289	tam	rechter::A	ʋ ʌ l ʌ ð u p ʌ k k ʌ m	wolo8upokom	WELEDYPEKEM	WVRVTVPVKVM	2
telu1262	tel	rechter::A	k u ɖ i	kudi	KYTI	KVTV	3
mala1464	mal	Rede::N	s a m s a a ɾʲ a m	samsaram	SAMSARAM	SVMSVRVM	3
nucl1305	kan	Rede::N	m a a t u	matu	MATY	MVTV	2
tami1289	tam	Rede::N	p e e t t͡ɕ u	peCu	PECY	PVKV	3
telu1262	tel	Rede::N	u p ʌ n j a a s ʌ m u	uponyasomu	YPENJASEMY	VPVNJVSVMV	1
mala1464	mal	reden::V	s a m s a a ɾʲ i k k ʲ u ɡ a	samsarikuga	SAMSARIKYKA	SVMSVRVKVKV	3
nucl1305	kan	reden::V	n ʊ ɖ i	nudi	NYTI	NVTV	2
tami1289	tam	reden::V	p e s u	pesu	PESY	PVSV	3
telu1262	tel	reden::V	m a a ʈ ʌ l a a ɖ u	matoladu	MATELATY	MVTVRVTV	1
mala1464	mal	Regal::N	ʂ e l pʰ ɨ	Selp3	SELPI	SVRPV	3
nucl1305	kan	Regal::N	b i i r u	biru	PIRY	PVRV	1
tami1289	tam	Regal::N	ʌ l ʌ m ɑ ɑ ɾ i	olomari	ELEMARI	VRVMVRV	2
telu1262	tel	Regal::N	ʌ ʈ ʌ k ʌ	otoko	ETEKE	VTVKV	3
mala1464	mal	Regen::N	m a ɻ a	maLa	MARA	MVRV	1
nucl1305	kan	Regen::N	m ə ɭ e	m3Le	MELE	MVRV	1
tami1289	tam	Regen::N	m ʌ ɻ ʌ i	moLoi	MEREI	MVRV	1
telu1262	tel	Regen::N	ʋ a a n ʌ	wano	WANE	WVNV	2
mala1464	mal	Regenbogen::N	m a ɻ a ʋ i l l ɨ	maLawil3	MARAWILI	MVRVWVRV	1
nucl1305	kan	Regenbogen::N	j ɪ ŋ d r ə t͡ʃ a a p a	yiNdr3Capa	JINTRECAPA	JVNTRVKVPV	2
tami1289	tam	Regenbogen::N	ʋ ɑ ɑ n ʌ ʋ i l	wanowil	WANEWIL	WVNVWVR	1
telu1262	tel	Regenbogen::N	ĩ d r ʌ d h ʌ n u s s u	idrodhonusu	ITRETHENYSY	VTRVTHVNVSV	3
mala1464	mal	regnen::V	m a ɻ a _ p e j j u ɡ a	maLapeyuga	MARA_PEJYKA	MVRV_PVJVKV	1
